workerid,rt,trial_type,stim_type,stim_part,stim_determiner,trialNum,stim_color,stim_prevalence,response,stim_category
8,1195,truth_conditions,nondistinctive,tails,generic,12,orange,35,False,zorbs
8,1913,truth_conditions,bare,ears,generic,13,blue,55,False,cheebas
8,1042,truth_conditions,bare,teeth,generic,14,blue,65,False,thups
8,1874,truth_conditions,nondistinctive,spots,generic,15,red,65,False,sapers
8,1323,truth_conditions,nondistinctive,ears,generic,16,pink,55,False,elleps
8,1283,truth_conditions,bare,legs,generic,17,yellow,15,False,ludinos
8,2594,truth_conditions,danger-distinct,shells,generic,18,green,75,False,moxes
8,1691,truth_conditions,bare,spots,generic,19,gold,45,False,stups
8,1577,truth_conditions,bare,feathers,generic,20,gold,5,False,plovs
8,2225,truth_conditions,nondistinctive,legs,generic,21,pink,45,False,feps
8,1083,truth_conditions,nondistinctive,feathers,generic,22,red,25,False,noobs
8,1200,truth_conditions,danger-distinct,spots,generic,23,copper,35,False,glippets
8,1152,truth_conditions,danger-distinct,fur,generic,24,yellow,45,False,ollers
8,3557,truth_conditions,danger-distinct,ears,generic,25,orange,95,False,kazzes
8,1113,truth_conditions,danger-distinct,scales,generic,26,red,25,False,blins
8,1347,truth_conditions,nondistinctive,fur,generic,27,silver,15,False,morseths
8,1335,truth_conditions,danger-distinct,teeth,generic,28,pink,5,False,krivels
8,1817,truth_conditions,bare,stripes,generic,29,copper,75,False,mooks
9,8453,truth_conditions,bare,ears,generic,0,blue,25,False,cheebas
9,11907,truth_conditions,nondistinctive,scales,generic,1,blue,35,False,reesles
9,4095,truth_conditions,nondistinctive,stripes,generic,2,copper,25,False,mooks
9,3285,truth_conditions,nondistinctive,teeth,generic,3,pink,5,False,krivels
9,6009,truth_conditions,danger-distinct,tails,generic,4,orange,55,False,zorbs
9,5058,truth_conditions,bare,fur,generic,5,yellow,45,False,ollers
9,4421,truth_conditions,danger-distinct,legs,generic,6,pink,45,False,feps
9,5483,truth_conditions,bare,teeth,generic,7,blue,65,True,thups
9,5827,truth_conditions,nondistinctive,legs,generic,8,yellow,45,False,ludinos
9,2609,truth_conditions,bare,stripes,generic,9,silver,85,True,frams
9,1669,truth_conditions,bare,spots,generic,10,gold,15,False,stups
9,2940,truth_conditions,danger-distinct,stripes,generic,11,gold,75,True,daiths
9,1787,truth_conditions,danger-distinct,feathers,generic,12,red,15,False,noobs
9,2327,truth_conditions,bare,tails,generic,13,green,5,False,trufts
9,1907,truth_conditions,danger-distinct,ears,generic,14,orange,65,True,kazzes
9,2012,truth_conditions,bare,legs,generic,15,silver,75,True,ackles
9,1882,truth_conditions,danger-distinct,fur,generic,16,silver,35,False,morseths
9,3593,truth_conditions,nondistinctive,shells,generic,17,purple,65,True,javs
9,5373,truth_conditions,danger-distinct,shells,generic,18,green,25,False,moxes
9,2975,truth_conditions,nondistinctive,fur,generic,19,copper,15,False,kweps
9,4334,truth_conditions,nondistinctive,tails,generic,20,purple,75,True,taifels
9,3201,truth_conditions,nondistinctive,ears,generic,21,pink,85,True,elleps
9,2061,truth_conditions,nondistinctive,spots,generic,22,copper,95,True,glippets
9,1913,truth_conditions,danger-distinct,spots,generic,23,red,5,False,sapers
9,1783,truth_conditions,bare,scales,generic,24,yellow,55,False,dorbs
9,1833,truth_conditions,bare,feathers,generic,25,purple,35,False,lorches
9,1951,truth_conditions,danger-distinct,teeth,generic,26,green,95,True,zoovs
9,2054,truth_conditions,nondistinctive,feathers,generic,27,gold,55,False,plovs
9,1821,truth_conditions,danger-distinct,scales,generic,28,red,85,True,blins
9,2193,truth_conditions,bare,shells,generic,29,orange,95,True,luzaks
10,6348,truth_conditions,bare,scales,generic,0,blue,45,True,reesles
10,2334,truth_conditions,bare,fur,generic,1,copper,85,True,kweps
10,5046,truth_conditions,danger-distinct,ears,generic,2,pink,65,True,elleps
10,2838,truth_conditions,nondistinctive,legs,generic,3,silver,35,True,ackles
10,5463,truth_conditions,danger-distinct,stripes,generic,4,gold,45,True,daiths
10,3624,truth_conditions,nondistinctive,shells,generic,5,orange,45,True,luzaks
10,3063,truth_conditions,nondistinctive,teeth,generic,6,pink,25,True,krivels
10,2664,truth_conditions,nondistinctive,tails,generic,7,purple,85,True,taifels
10,1990,truth_conditions,bare,legs,generic,8,pink,75,True,feps
10,4040,truth_conditions,danger-distinct,legs,generic,9,yellow,85,True,ludinos
10,2448,truth_conditions,bare,ears,generic,10,orange,55,True,kazzes
10,3438,truth_conditions,danger-distinct,teeth,generic,11,green,35,True,zoovs
10,2495,truth_conditions,nondistinctive,stripes,generic,12,silver,65,True,frams
10,3375,truth_conditions,danger-distinct,scales,generic,13,yellow,15,True,dorbs
10,3943,truth_conditions,danger-distinct,tails,generic,14,green,95,True,trufts
10,3255,truth_conditions,danger-distinct,feathers,generic,15,purple,25,True,lorches
10,3568,truth_conditions,nondistinctive,fur,generic,16,silver,5,True,morseths
10,3343,truth_conditions,danger-distinct,fur,generic,17,yellow,5,True,ollers
10,2809,truth_conditions,nondistinctive,spots,generic,18,copper,15,True,glippets
10,4358,truth_conditions,danger-distinct,shells,generic,19,green,75,True,moxes
10,10663,truth_conditions,danger-distinct,spots,generic,20,gold,55,True,stups
10,2143,truth_conditions,bare,tails,generic,21,orange,25,True,zorbs
10,1703,truth_conditions,bare,teeth,generic,22,blue,15,True,thups
10,3063,truth_conditions,nondistinctive,feathers,generic,23,red,75,True,noobs
10,2023,truth_conditions,bare,feathers,generic,24,gold,5,True,plovs
10,1863,truth_conditions,bare,spots,generic,25,red,65,True,sapers
10,1832,truth_conditions,bare,shells,generic,26,purple,35,True,javs
10,3944,truth_conditions,nondistinctive,scales,generic,27,red,95,True,blins
10,2336,truth_conditions,bare,stripes,generic,28,copper,95,True,mooks
10,3408,truth_conditions,nondistinctive,ears,generic,29,blue,55,True,cheebas
11,8059,truth_conditions,bare,spots,generic,0,gold,35,True,stups
11,9467,truth_conditions,nondistinctive,stripes,generic,1,silver,55,True,frams
11,6587,truth_conditions,nondistinctive,teeth,generic,2,blue,95,True,thups
11,6242,truth_conditions,nondistinctive,spots,generic,3,red,45,True,sapers
11,7726,truth_conditions,danger-distinct,teeth,generic,4,pink,45,True,krivels
11,4604,truth_conditions,bare,feathers,generic,5,red,75,True,noobs
11,4053,truth_conditions,bare,stripes,generic,6,copper,15,False,mooks
11,4621,truth_conditions,bare,ears,generic,7,pink,85,True,elleps
11,6676,truth_conditions,nondistinctive,fur,generic,8,yellow,65,True,ollers
11,8012,truth_conditions,danger-distinct,spots,generic,9,copper,65,True,glippets
11,7161,truth_conditions,danger-distinct,feathers,generic,10,purple,95,True,lorches
11,13983,truth_conditions,danger-distinct,shells,generic,11,orange,25,True,luzaks
11,7849,truth_conditions,nondistinctive,tails,generic,12,green,85,True,trufts
11,6658,truth_conditions,danger-distinct,stripes,generic,13,gold,35,True,daiths
11,5736,truth_conditions,nondistinctive,shells,generic,14,green,15,False,moxes
11,12121,truth_conditions,nondistinctive,legs,generic,15,pink,25,False,feps
11,4642,truth_conditions,bare,scales,generic,16,blue,55,True,reesles
11,4974,truth_conditions,nondistinctive,ears,generic,17,orange,75,True,kazzes
11,5331,truth_conditions,danger-distinct,legs,generic,18,silver,85,True,ackles
11,17761,truth_conditions,danger-distinct,fur,generic,19,silver,15,False,morseths
11,9304,truth_conditions,danger-distinct,ears,generic,20,blue,55,True,cheebas
11,3234,truth_conditions,bare,teeth,generic,21,green,65,True,zoovs
11,3354,truth_conditions,bare,legs,generic,22,yellow,45,False,ludinos
11,1929,truth_conditions,bare,shells,generic,23,purple,95,True,javs
11,1805,truth_conditions,bare,tails,generic,24,purple,5,False,taifels
11,8045,truth_conditions,danger-distinct,tails,generic,25,orange,5,False,zorbs
11,5378,truth_conditions,danger-distinct,scales,generic,26,red,75,True,blins
11,16887,truth_conditions,bare,fur,generic,27,copper,25,False,kweps
11,4868,truth_conditions,nondistinctive,scales,generic,28,yellow,5,False,dorbs
11,5158,truth_conditions,nondistinctive,feathers,generic,29,gold,35,False,plovs
12,17759,truth_conditions,nondistinctive,spots,generic,0,red,75,True,sapers
12,8982,truth_conditions,bare,scales,generic,1,red,65,True,blins
12,17372,truth_conditions,danger-distinct,legs,generic,2,pink,85,True,feps
12,18261,truth_conditions,danger-distinct,ears,generic,3,orange,15,True,kazzes
12,8743,truth_conditions,bare,teeth,generic,4,green,55,True,zoovs
12,4885,truth_conditions,bare,fur,generic,5,copper,95,True,kweps
12,15864,truth_conditions,danger-distinct,scales,generic,6,yellow,5,True,dorbs
12,13788,truth_conditions,nondistinctive,stripes,generic,7,gold,95,True,daiths
12,11428,truth_conditions,danger-distinct,tails,generic,8,green,35,True,trufts
12,5725,truth_conditions,bare,stripes,generic,9,silver,35,True,frams
12,10761,truth_conditions,danger-distinct,fur,generic,10,yellow,75,True,ollers
12,3952,truth_conditions,bare,legs,generic,11,silver,45,True,ackles
12,11962,truth_conditions,nondistinctive,fur,generic,12,silver,65,True,morseths
