workerid,rt,trial_type,prevalence,animal,property,property_index,animal_index
22,18.464,priors,5,Leopards,is male,4,3
22,18.464,priors,5,Ducks,is male,4,4
22,18.464,priors,50,Dog,is male,4,5
22,18.464,priors,50,Giraffe,is male,4,6
22,18.464,priors,50,turtle,is male,4,7
22,18.464,priors,50,robin,is male,4,8
22,18.464,priors,50,cat,is male,4,9
22,26.246,priors,50,Lions,has manes,5,0
22,26.246,priors,0,Mosquitos,has manes,5,1
22,26.246,priors,0,Birds,has manes,5,2
22,26.246,priors,0,Leopards,has manes,5,3
22,26.246,priors,0,Ducks,has manes,5,4
22,26.246,priors,0,Dog,has manes,5,5
22,26.246,priors,0,Giraffe,has manes,5,6
22,26.246,priors,0,turtle,has manes,5,7
22,26.246,priors,0,robin,has manes,5,8
22,26.246,priors,0,cat,has manes,5,9
22,25.469,priors,0,Lions,lays eggs,6,0
22,25.469,priors,50,Mosquitos,lays eggs,6,1
22,25.469,priors,50,Birds,lays eggs,6,2
22,25.469,priors,0,Leopards,lays eggs,6,3
22,25.469,priors,50,Ducks,lays eggs,6,4
22,25.469,priors,0,Dog,lays eggs,6,5
22,25.469,priors,0,Giraffe,lays eggs,6,6
22,25.469,priors,50,turtle,lays eggs,6,7
22,25.469,priors,50,robin,lays eggs,6,8
22,25.469,priors,0,cat,lays eggs,6,9
22,24.546,priors,50,Lions,is female,7,0
22,24.546,priors,50,Mosquitos,is female,7,1
22,24.546,priors,50,Birds,is female,7,2
22,24.546,priors,50,Leopards,is female,7,3
22,24.546,priors,50,Ducks,is female,7,4
22,24.546,priors,50,Dog,is female,7,5
22,24.546,priors,50,Giraffe,is female,7,6
22,24.546,priors,50,turtle,is female,7,7
22,24.546,priors,50,robin,is female,7,8
22,24.546,priors,50,cat,is female,7,9
23,28.762,priors,0,Lions,attack swimmers,0,0
23,28.762,priors,1,Ducks,attack swimmers,0,1
23,28.762,priors,95,Sharks,attack swimmers,0,2
23,28.762,priors,0,Mosquitos,attack swimmers,0,3
23,28.762,priors,0,Leopards,attack swimmers,0,4
23,28.762,priors,0,Ticks,attack swimmers,0,5
23,28.762,priors,0,Chetahs,attack swimmers,0,6
23,28.762,priors,0,Geese,attack swimmers,0,7
23,28.762,priors,4,Whales,attack swimmers,0,8
23,28.762,priors,0,Pumas,attack swimmers,0,9
23,56.932,priors,0,Lions,has spots,1,0
23,56.932,priors,0,Ducks,has spots,1,1
23,56.932,priors,0,Sharks,has spots,1,2
23,56.932,priors,0,Mosquitos,has spots,1,3
23,56.932,priors,50,Leopards,has spots,1,4
23,56.932,priors,0,Ticks,has spots,1,5
23,56.932,priors,50,Chetahs,has spots,1,6
23,56.932,priors,0,Geese,has spots,1,7
23,56.932,priors,0,Whales,has spots,1,8
23,56.932,priors,0,Pumas,has spots,1,9
23,26.589,priors,0,Lions,has wings,2,0
23,26.589,priors,100,Ducks,has wings,2,1
23,26.589,priors,0,Sharks,has wings,2,2
23,26.589,priors,100,Mosquitos,has wings,2,3
23,26.589,priors,0,Leopards,has wings,2,4
23,26.589,priors,0,Ticks,has wings,2,5
23,26.589,priors,0,Chetahs,has wings,2,6
23,26.589,priors,100,Geese,has wings,2,7
23,26.589,priors,0,Whales,has wings,2,8
23,26.589,priors,0,Pumas,has wings,2,9
23,26.764,priors,0,Lions,carries malaria,3,0
23,26.764,priors,0,Ducks,carries malaria,3,1
23,26.764,priors,0,Sharks,carries malaria,3,2
23,26.764,priors,85,Mosquitos,carries malaria,3,3
23,26.764,priors,0,Leopards,carries malaria,3,4
23,26.764,priors,0,Ticks,carries malaria,3,5
23,26.764,priors,0,Chetahs,carries malaria,3,6
23,26.764,priors,0,Geese,carries malaria,3,7
23,26.764,priors,0,Whales,carries malaria,3,8
23,26.764,priors,0,Pumas,carries malaria,3,9
23,33.2,priors,50,Lions,is male,4,0
23,33.2,priors,50,Ducks,is male,4,1
23,33.2,priors,50,Sharks,is male,4,2
23,33.2,priors,50,Mosquitos,is male,4,3
23,33.2,priors,50,Leopards,is male,4,4
23,33.2,priors,50,Ticks,is male,4,5
23,33.2,priors,50,Chetahs,is male,4,6
23,33.2,priors,50,Geese,is male,4,7
23,33.2,priors,50,Whales,is male,4,8
23,33.2,priors,50,Pumas,is male,4,9
23,16.979,priors,50,Lions,is female,5,0
23,16.979,priors,50,Ducks,is female,5,1
23,16.979,priors,50,Sharks,is female,5,2
23,16.979,priors,50,Mosquitos,is female,5,3
23,16.979,priors,50,Leopards,is female,5,4
23,16.979,priors,50,Ticks,is female,5,5
23,16.979,priors,50,Chetahs,is female,5,6
23,16.979,priors,50,Geese,is female,5,7
23,16.979,priors,50,Whales,is female,5,8
23,16.979,priors,50,Pumas,is female,5,9
23,39.287,priors,0,Lions,lays eggs,6,0
23,39.287,priors,50,Ducks,lays eggs,6,1
23,39.287,priors,0,Sharks,lays eggs,6,2
23,39.287,priors,50,Mosquitos,lays eggs,6,3
23,39.287,priors,0,Leopards,lays eggs,6,4
23,39.287,priors,50,Ticks,lays eggs,6,5
23,39.287,priors,0,Chetahs,lays eggs,6,6
23,39.287,priors,50,Geese,lays eggs,6,7
23,39.287,priors,0,Whales,lays eggs,6,8
23,39.287,priors,0,Pumas,lays eggs,6,9
23,36.016,priors,50,Lions,has manes,7,0
23,36.016,priors,0,Ducks,has manes,7,1
23,36.016,priors,0,Sharks,has manes,7,2
23,36.016,priors,0,Mosquitos,has manes,7,3
23,36.016,priors,50,Leopards,has manes,7,4
23,36.016,priors,0,Ticks,has manes,7,5
23,36.016,priors,50,Chetahs,has manes,7,6
23,36.016,priors,0,Geese,has manes,7,7
23,36.016,priors,0,Whales,has manes,7,8
23,36.016,priors,0,Pumas,has manes,7,9
24,27.879,priors,0,Birds,carries malaria,0,0
24,27.879,priors,2,Mosquitos,carries malaria,0,1
24,27.879,priors,0,Lions,carries malaria,0,2
24,27.879,priors,0,Sharks,carries malaria,0,3
24,27.879,priors,0,Ducks,carries malaria,0,4
24,27.879,priors,0,pigs,carries malaria,0,5
24,27.879,priors,0,cows,carries malaria,0,6
24,27.879,priors,0,chickens,carries malaria,0,7
24,27.879,priors,0,fish,carries malaria,0,8
24,27.879,priors,0,rabbits,carries malaria,0,9
24,221.833,priors,50,Birds,is female,1,0
24,221.833,priors,50,Mosquitos,is female,1,1
24,221.833,priors,50,Lions,is female,1,2
24,221.833,priors,50,Sharks,is female,1,3
24,221.833,priors,50,Ducks,is female,1,4
24,221.833,priors,50,pigs,is female,1,5
24,221.833,priors,50,cows,is female,1,6
24,221.833,priors,50,chickens,is female,1,7
24,221.833,priors,50,fish,is female,1,8
24,221.833,priors,50,rabbits,is female,1,9
24,41.576,priors,0,Birds,attack swimmers,2,0
24,41.576,priors,100,Mosquitos,attack swimmers,2,1
24,41.576,priors,10,Lions,attack swimmers,2,2
24,41.576,priors,30,Sharks,attack swimmers,2,3
24,41.576,priors,0,Ducks,attack swimmers,2,4
24,41.576,priors,0,pigs,attack swimmers,2,5
24,41.576,priors,0,cows,attack swimmers,2,6
24,41.576,priors,0,chickens,attack swimmers,2,7
24,41.576,priors,1,fish,attack swimmers,2,8
24,41.576,priors,0,rabbits,attack swimmers,2,9
24,42.888,priors,30,Birds,has spots,3,0
24,42.888,priors,0,Mosquitos,has spots,3,1
24,42.888,priors,0,Lions,has spots,3,2
24,42.888,priors,0,Sharks,has spots,3,3
24,42.888,priors,10,Ducks,has spots,3,4
24,42.888,priors,20,pigs,has spots,3,5
24,42.888,priors,100,cows,has spots,3,6
24,42.888,priors,0,chickens,has spots,3,7
24,42.888,priors,25,fish,has spots,3,8
24,42.888,priors,15,rabbits,has spots,3,9
24,30.176,priors,100,Birds,has wings,4,0
24,30.176,priors,100,Mosquitos,has wings,4,1
24,30.176,priors,0,Lions,has wings,4,2
24,30.176,priors,0,Sharks,has wings,4,3
24,30.176,priors,100,Ducks,has wings,4,4
24,30.176,priors,0,pigs,has wings,4,5
24,30.176,priors,0,cows,has wings,4,6
24,30.176,priors,100,chickens,has wings,4,7
24,30.176,priors,0,fish,has wings,4,8
24,30.176,priors,0,rabbits,has wings,4,9
24,8.3,priors,50,Birds,is male,5,0
24,8.3,priors,50,Mosquitos,is male,5,1
24,8.3,priors,50,Lions,is male,5,2
24,8.3,priors,50,Sharks,is male,5,3
24,8.3,priors,50,Ducks,is male,5,4
24,8.3,priors,50,pigs,is male,5,5
24,8.3,priors,50,cows,is male,5,6
24,8.3,priors,50,chickens,is male,5,7
24,8.3,priors,50,fish,is male,5,8
24,8.3,priors,50,rabbits,is male,5,9
24,64.568,priors,0,Birds,has manes,6,0
24,64.568,priors,0,Mosquitos,has manes,6,1
24,64.568,priors,1,Lions,has manes,6,2
24,64.568,priors,0,Sharks,has manes,6,3
24,64.568,priors,0,Ducks,has manes,6,4
24,64.568,priors,0,pigs,has manes,6,5
24,64.568,priors,0,cows,has manes,6,6
24,64.568,priors,0,chickens,has manes,6,7
24,64.568,priors,0,fish,has manes,6,8
24,64.568,priors,0,rabbits,has manes,6,9
24,38.209,priors,50,Birds,lays eggs,7,0
24,38.209,priors,50,Mosquitos,lays eggs,7,1
24,38.209,priors,0,Lions,lays eggs,7,2
24,38.209,priors,50,Sharks,lays eggs,7,3
24,38.209,priors,50,Ducks,lays eggs,7,4
24,38.209,priors,0,pigs,lays eggs,7,5
24,38.209,priors,0,cows,lays eggs,7,6
24,38.209,priors,50,chickens,lays eggs,7,7
24,38.209,priors,50,fish,lays eggs,7,8
24,38.209,priors,0,rabbits,lays eggs,7,9
25,38.971,priors,25,Mosquitos,has wings,0,0
25,38.971,priors,0,Lions,has wings,0,1
25,38.971,priors,0,Leopards,has wings,0,2
25,38.971,priors,100,Birds,has wings,0,3
25,38.971,priors,0,Sharks,has wings,0,4
25,38.971,priors,0,Zebras,has wings,0,5
25,38.971,priors,0,Frogs,has wings,0,6
25,38.971,priors,0,Dogs,has wings,0,7
25,38.971,priors,0,Worms,has wings,0,8
25,38.971,priors,100,Eagles,has wings,0,9
25,30.43,priors,0,Mosquitos,has manes,1,0
25,30.43,priors,25,Lions,has manes,1,1
25,30.43,priors,0,Leopards,has manes,1,2
25,30.43,priors,0,Birds,has manes,1,3
25,30.43,priors,0,Sharks,has manes,1,4
25,30.43,priors,33,Zebras,has manes,1,5
25,30.43,priors,0,Frogs,has manes,1,6
25,30.43,priors,10,Dogs,has manes,1,7
25,30.43,priors,0,Worms,has manes,1,8
25,30.43,priors,0,Eagles,has manes,1,9
25,27.767,priors,50,Mosquitos,lays eggs,2,0
25,27.767,priors,0,Lions,lays eggs,2,1
25,27.767,priors,0,Leopards,lays eggs,2,2
25,27.767,priors,50,Birds,lays eggs,2,3
25,27.767,priors,0,Sharks,lays eggs,2,4
25,27.767,priors,0,Zebras,lays eggs,2,5
25,27.767,priors,50,Frogs,lays eggs,2,6
25,27.767,priors,0,Dogs,lays eggs,2,7
25,27.767,priors,50,Worms,lays eggs,2,8
25,27.767,priors,50,Eagles,lays eggs,2,9
25,19.668,priors,50,Mosquitos,is female,3,0
25,19.668,priors,50,Lions,is female,3,1
25,19.668,priors,50,Leopards,is female,3,2
25,19.668,priors,50,Birds,is female,3,3
25,19.668,priors,50,Sharks,is female,3,4
25,19.668,priors,50,Zebras,is female,3,5
25,19.668,priors,50,Frogs,is female,3,6
25,19.668,priors,50,Dogs,is female,3,7
25,19.668,priors,50,Worms,is female,3,8
25,19.668,priors,50,Eagles,is female,3,9
25,38.944,priors,33,Mosquitos,has spots,4,0
25,38.944,priors,0,Lions,has spots,4,1
25,38.944,priors,100,Leopards,has spots,4,2
25,38.944,priors,10,Birds,has spots,4,3
25,38.944,priors,0,Sharks,has spots,4,4
25,38.944,priors,0,Zebras,has spots,4,5
25,38.944,priors,50,Frogs,has spots,4,6
25,38.944,priors,35,Dogs,has spots,4,7
25,38.944,priors,0,Worms,has spots,4,8
25,38.944,priors,0,Eagles,has spots,4,9
25,14.344,priors,13,Mosquitos,carries malaria,5,0
25,14.344,priors,0,Lions,carries malaria,5,1
25,14.344,priors,0,Leopards,carries malaria,5,2
25,14.344,priors,0,Birds,carries malaria,5,3
25,14.344,priors,0,Sharks,carries malaria,5,4
25,14.344,priors,0,Zebras,carries malaria,5,5
25,14.344,priors,0,Frogs,carries malaria,5,6
25,14.344,priors,0,Dogs,carries malaria,5,7
25,14.344,priors,0,Worms,carries malaria,5,8
25,14.344,priors,0,Eagles,carries malaria,5,9
25,15.833,priors,50,Mosquitos,is male,6,0
25,15.833,priors,50,Lions,is male,6,1
25,15.833,priors,50,Leopards,is male,6,2
25,15.833,priors,50,Birds,is male,6,3
25,15.833,priors,50,Sharks,is male,6,4
25,15.833,priors,50,Zebras,is male,6,5
25,15.833,priors,50,Frogs,is male,6,6
25,15.833,priors,50,Dogs,is male,6,7
25,15.833,priors,50,Worms,is male,6,8
25,15.833,priors,50,Eagles,is male,6,9
25,17.236,priors,0,Mosquitos,attack swimmers,7,0
25,17.236,priors,0,Lions,attack swimmers,7,1
25,17.236,priors,0,Leopards,attack swimmers,7,2
25,17.236,priors,0,Birds,attack swimmers,7,3
25,17.236,priors,1,Sharks,attack swimmers,7,4
25,17.236,priors,0,Zebras,attack swimmers,7,5
25,17.236,priors,0,Frogs,attack swimmers,7,6
25,17.236,priors,0,Dogs,attack swimmers,7,7
25,17.236,priors,0,Worms,attack swimmers,7,8
25,17.236,priors,0,Eagles,attack swimmers,7,9
26,64.652,priors,100,Leopards,has spots,0,0
26,64.652,priors,30,Birds,has spots,0,1
26,64.652,priors,25,Ducks,has spots,0,2
26,64.652,priors,1,Sharks,has spots,0,3
26,64.652,priors,0,Mosquitos,has spots,0,4
26,64.652,priors,50,Dogs,has spots,0,5
26,64.652,priors,10,Monkeys,has spots,0,6
26,64.652,priors,2,Elephants,has spots,0,7
26,64.652,priors,90,Turtles,has spots,0,8
26,64.652,priors,75,Hamsters,has spots,0,9
26,61.647,priors,0,Leopards,lays eggs,1,0
26,61.647,priors,100,Birds,lays eggs,1,1
26,61.647,priors,100,Ducks,lays eggs,1,2
26,61.647,priors,0,Sharks,lays eggs,1,3
26,61.647,priors,100,Mosquitos,lays eggs,1,4
26,61.647,priors,0,Dogs,lays eggs,1,5
26,61.647,priors,0,Monkeys,lays eggs,1,6
26,61.647,priors,0,Elephants,lays eggs,1,7
26,61.647,priors,100,Turtles,lays eggs,1,8
26,61.647,priors,0,Hamsters,lays eggs,1,9
26,64.587,priors,40,Leopards,is male,2,0
26,64.587,priors,60,Birds,is male,2,1
26,64.587,priors,45,Ducks,is male,2,2
26,64.587,priors,60,Sharks,is male,2,3
26,64.587,priors,25,Mosquitos,is male,2,4
26,64.587,priors,50,Dogs,is male,2,5
26,64.587,priors,45,Monkeys,is male,2,6
26,64.587,priors,45,Elephants,is male,2,7
26,64.587,priors,40,Turtles,is male,2,8
26,64.587,priors,30,Hamsters,is male,2,9
26,40.594,priors,0,Leopards,carries malaria,3,0
26,40.594,priors,15,Birds,carries malaria,3,1
26,40.594,priors,5,Ducks,carries malaria,3,2
26,40.594,priors,0,Sharks,carries malaria,3,3
26,40.594,priors,70,Mosquitos,carries malaria,3,4
26,40.594,priors,0,Dogs,carries malaria,3,5
26,40.594,priors,10,Monkeys,carries malaria,3,6
26,40.594,priors,2,Elephants,carries malaria,3,7
26,40.594,priors,0,Turtles,carries malaria,3,8
26,40.594,priors,0,Hamsters,carries malaria,3,9
26,39.896,priors,0,Leopards,has manes,4,0
26,39.896,priors,0,Birds,has manes,4,1
26,39.896,priors,0,Ducks,has manes,4,2
26,39.896,priors,0,Sharks,has manes,4,3
26,39.896,priors,0,Mosquitos,has manes,4,4
26,39.896,priors,10,Dogs,has manes,4,5
26,39.896,priors,5,Monkeys,has manes,4,6
26,39.896,priors,0,Elephants,has manes,4,7
26,39.896,priors,0,Turtles,has manes,4,8
26,39.896,priors,0,Hamsters,has manes,4,9
26,20.15,priors,0,Leopards,has wings,5,0
26,20.15,priors,100,Birds,has wings,5,1
26,20.15,priors,100,Ducks,has wings,5,2
26,20.15,priors,0,Sharks,has wings,5,3
26,20.15,priors,100,Mosquitos,has wings,5,4
26,20.15,priors,0,Dogs,has wings,5,5
26,20.15,priors,0,Monkeys,has wings,5,6
26,20.15,priors,0,Elephants,has wings,5,7
26,20.15,priors,0,Turtles,has wings,5,8
26,20.15,priors,0,Hamsters,has wings,5,9
26,51.729,priors,60,Leopards,is female,6,0
26,51.729,priors,40,Birds,is female,6,1
26,51.729,priors,55,Ducks,is female,6,2
26,51.729,priors,40,Sharks,is female,6,3
26,51.729,priors,75,Mosquitos,is female,6,4
26,51.729,priors,50,Dogs,is female,6,5
26,51.729,priors,55,Monkeys,is female,6,6
26,51.729,priors,55,Elephants,is female,6,7
26,51.729,priors,60,Turtles,is female,6,8
26,51.729,priors,70,Hamsters,is female,6,9
26,62.116,priors,0,Leopards,attack swimmers,7,0
26,62.116,priors,0,Birds,attack swimmers,7,1
26,62.116,priors,2,Ducks,attack swimmers,7,2
26,62.116,priors,10,Sharks,attack swimmers,7,3
26,62.116,priors,100,Mosquitos,attack swimmers,7,4
26,62.116,priors,0,Dogs,attack swimmers,7,5
26,62.116,priors,0,Monkeys,attack swimmers,7,6
26,62.116,priors,0,Elephants,attack swimmers,7,7
26,62.116,priors,0,Turtles,attack swimmers,7,8
26,62.116,priors,0,Hamsters,attack swimmers,7,9
27,75.327,priors,0,Lions,has wings,0,0
27,75.327,priors,90,Birds,has wings,0,1
27,75.327,priors,80,Ducks,has wings,0,2
27,75.327,priors,0,Leopards,has wings,0,3
27,75.327,priors,0,Sharks,has wings,0,4
27,75.327,priors,0,Rabbits,has wings,0,5
27,75.327,priors,0,Snakes,has wings,0,6
27,75.327,priors,0,Cheetahs,has wings,0,7
27,75.327,priors,0,Monkeys,has wings,0,8
27,75.327,priors,0,Penguins,has wings,0,9
27,61.152,priors,60,Lions,is male,1,0
27,61.152,priors,50,Birds,is male,1,1
27,61.152,priors,40,Ducks,is male,1,2
27,61.152,priors,60,Leopards,is male,1,3
27,61.152,priors,70,Sharks,is male,1,4
27,61.152,priors,50,Rabbits,is male,1,5
27,61.152,priors,60,Snakes,is male,1,6
27,61.152,priors,45,Cheetahs,is male,1,7
27,61.152,priors,50,Monkeys,is male,1,8
27,61.152,priors,65,Penguins,is male,1,9
27,29.82,priors,40,Lions,is female,2,0
27,29.82,priors,50,Birds,is female,2,1
27,29.82,priors,60,Ducks,is female,2,2
27,29.82,priors,40,Leopards,is female,2,3
27,29.82,priors,30,Sharks,is female,2,4
27,29.82,priors,50,Rabbits,is female,2,5
27,29.82,priors,40,Snakes,is female,2,6
27,29.82,priors,55,Cheetahs,is female,2,7
27,29.82,priors,50,Monkeys,is female,2,8
27,29.82,priors,35,Penguins,is female,2,9
27,50.429,priors,0,Lions,attack swimmers,3,0
27,50.429,priors,10,Birds,attack swimmers,3,1
27,50.429,priors,3,Ducks,attack swimmers,3,2
27,50.429,priors,0,Leopards,attack swimmers,3,3
27,50.429,priors,30,Sharks,attack swimmers,3,4
27,50.429,priors,0,Rabbits,attack swimmers,3,5
27,50.429,priors,25,Snakes,attack swimmers,3,6
27,50.429,priors,0,Cheetahs,attack swimmers,3,7
27,50.429,priors,0,Monkeys,attack swimmers,3,8
27,50.429,priors,0,Penguins,attack swimmers,3,9
27,42.521,priors,5,Lions,carries malaria,4,0
27,42.521,priors,15,Birds,carries malaria,4,1
27,42.521,priors,5,Ducks,carries malaria,4,2
27,42.521,priors,0,Leopards,carries malaria,4,3
27,42.521,priors,0,Sharks,carries malaria,4,4
27,42.521,priors,0,Rabbits,carries malaria,4,5
27,42.521,priors,0,Snakes,carries malaria,4,6
27,42.521,priors,0,Cheetahs,carries malaria,4,7
27,42.521,priors,7,Monkeys,carries malaria,4,8
27,42.521,priors,0,Penguins,carries malaria,4,9
27,72.434,priors,0,Lions,has spots,5,0
27,72.434,priors,2,Birds,has spots,5,1
27,72.434,priors,0,Ducks,has spots,5,2
27,72.434,priors,100,Leopards,has spots,5,3
27,72.434,priors,0,Sharks,has spots,5,4
27,72.434,priors,0,Rabbits,has spots,5,5
27,72.434,priors,20,Snakes,has spots,5,6
27,72.434,priors,100,Cheetahs,has spots,5,7
27,72.434,priors,0,Monkeys,has spots,5,8
27,72.434,priors,0,Penguins,has spots,5,9
27,58.909,priors,0,Lions,lays eggs,6,0
27,58.909,priors,100,Birds,lays eggs,6,1
27,58.909,priors,100,Ducks,lays eggs,6,2
27,58.909,priors,0,Leopards,lays eggs,6,3
27,58.909,priors,10,Sharks,lays eggs,6,4
27,58.909,priors,0,Rabbits,lays eggs,6,5
27,58.909,priors,100,Snakes,lays eggs,6,6
27,58.909,priors,0,Cheetahs,lays eggs,6,7
27,58.909,priors,0,Monkeys,lays eggs,6,8
27,58.909,priors,0,Penguins,lays eggs,6,9
27,24.171,priors,100,Lions,has manes,7,0
27,24.171,priors,0,Birds,has manes,7,1
27,24.171,priors,0,Ducks,has manes,7,2
27,24.171,priors,0,Leopards,has manes,7,3
27,24.171,priors,0,Sharks,has manes,7,4
27,24.171,priors,0,Rabbits,has manes,7,5
27,24.171,priors,0,Snakes,has manes,7,6
27,24.171,priors,0,Cheetahs,has manes,7,7
27,24.171,priors,0,Monkeys,has manes,7,8
27,24.171,priors,0,Penguins,has manes,7,9
28,94.929,priors,0,Leopards,carries malaria,0,0
28,94.929,priors,0,Sharks,carries malaria,0,1
28,94.929,priors,2,Birds,carries malaria,0,2
28,94.929,priors,5,Mosquitos,carries malaria,0,3
28,94.929,priors,0,Ducks,carries malaria,0,4
28,94.929,priors,5,Bats,carries malaria,0,5
28,94.929,priors,0,Foxes,carries malaria,0,6
28,94.929,priors,0,Red Pandas,carries malaria,0,7
28,94.929,priors,0,Koalas,carries malaria,0,8
28,94.929,priors,0,Turtles,carries malaria,0,9
28,27.452,priors,0,Leopards,has wings,1,0
28,27.452,priors,0,Sharks,has wings,1,1
28,27.452,priors,100,Birds,has wings,1,2
28,27.452,priors,100,Mosquitos,has wings,1,3
28,27.452,priors,100,Ducks,has wings,1,4
28,27.452,priors,100,Bats,has wings,1,5
28,27.452,priors,0,Foxes,has wings,1,6
28,27.452,priors,0,Red Pandas,has wings,1,7
28,27.452,priors,0,Koalas,has wings,1,8
28,27.452,priors,0,Turtles,has wings,1,9
28,85.195,priors,50,Leopards,is female,2,0
28,85.195,priors,50,Sharks,is female,2,1
28,85.195,priors,50,Birds,is female,2,2
28,85.195,priors,50,Mosquitos,is female,2,3
28,85.195,priors,50,Ducks,is female,2,4
28,85.195,priors,50,Bats,is female,2,5
28,85.195,priors,50,Foxes,is female,2,6
28,85.195,priors,50,Red Pandas,is female,2,7
28,85.195,priors,50,Koalas,is female,2,8
28,85.195,priors,50,Turtles,is female,2,9
28,20.408,priors,0,Leopards,has manes,3,0
28,20.408,priors,0,Sharks,has manes,3,1
28,20.408,priors,0,Birds,has manes,3,2
28,20.408,priors,0,Mosquitos,has manes,3,3
28,20.408,priors,0,Ducks,has manes,3,4
28,20.408,priors,0,Bats,has manes,3,5
28,20.408,priors,0,Foxes,has manes,3,6
28,20.408,priors,0,Red Pandas,has manes,3,7
28,20.408,priors,0,Koalas,has manes,3,8
28,20.408,priors,0,Turtles,has manes,3,9
28,12.157,priors,100,Leopards,has spots,4,0
28,12.157,priors,0,Sharks,has spots,4,1
28,12.157,priors,0,Birds,has spots,4,2
28,12.157,priors,0,Mosquitos,has spots,4,3
28,12.157,priors,0,Ducks,has spots,4,4
28,12.157,priors,0,Bats,has spots,4,5
28,12.157,priors,0,Foxes,has spots,4,6
28,12.157,priors,0,Red Pandas,has spots,4,7
28,12.157,priors,0,Koalas,has spots,4,8
28,12.157,priors,0,Turtles,has spots,4,9
28,19.996,priors,0,Leopards,lays eggs,5,0
28,19.996,priors,100,Sharks,lays eggs,5,1
28,19.996,priors,100,Birds,lays eggs,5,2
28,19.996,priors,100,Mosquitos,lays eggs,5,3
28,19.996,priors,100,Ducks,lays eggs,5,4
28,19.996,priors,0,Bats,lays eggs,5,5
28,19.996,priors,0,Foxes,lays eggs,5,6
28,19.996,priors,0,Red Pandas,lays eggs,5,7
28,19.996,priors,0,Koalas,lays eggs,5,8
28,19.996,priors,100,Turtles,lays eggs,5,9
28,19.912,priors,0,Leopards,attack swimmers,6,0
28,19.912,priors,100,Sharks,attack swimmers,6,1
28,19.912,priors,100,Birds,attack swimmers,6,2
28,19.912,priors,100,Mosquitos,attack swimmers,6,3
28,19.912,priors,100,Ducks,attack swimmers,6,4
28,19.912,priors,0,Bats,attack swimmers,6,5
28,19.912,priors,0,Foxes,attack swimmers,6,6
28,19.912,priors,0,Red Pandas,attack swimmers,6,7
28,19.912,priors,0,Koalas,attack swimmers,6,8
28,19.912,priors,0,Turtles,attack swimmers,6,9
28,7.651,priors,50,Leopards,is male,7,0
28,7.651,priors,50,Sharks,is male,7,1
28,7.651,priors,50,Birds,is male,7,2
28,7.651,priors,50,Mosquitos,is male,7,3
28,7.651,priors,50,Ducks,is male,7,4
28,7.651,priors,50,Bats,is male,7,5
28,7.651,priors,50,Foxes,is male,7,6
28,7.651,priors,50,Red Pandas,is male,7,7
28,7.651,priors,50,Koalas,is male,7,8
28,7.651,priors,50,Turtles,is male,7,9
29,40.481,priors,5,Ducks,has spots,0,0
29,40.481,priors,10,Birds,has spots,0,1
29,40.481,priors,95,Leopards,has spots,0,2
29,40.481,priors,15,Mosquitos,has spots,0,3
29,40.481,priors,5,Sharks,has spots,0,4
29,40.481,priors,0,Bears,has spots,0,5
29,40.481,priors,20,Cats,has spots,0,6
29,40.481,priors,15,Snakes,has spots,0,7
29,40.481,priors,20,Whales,has spots,0,8
29,40.481,priors,0,Penguins,has spots,0,9
29,11.113,priors,50,Ducks,is male,1,0
29,11.113,priors,50,Birds,is male,1,1
29,11.113,priors,50,Leopards,is male,1,2
29,11.113,priors,50,Mosquitos,is male,1,3
29,11.113,priors,50,Sharks,is male,1,4
29,11.113,priors,50,Bears,is male,1,5
29,11.113,priors,50,Cats,is male,1,6
29,11.113,priors,50,Snakes,is male,1,7
29,11.113,priors,50,Whales,is male,1,8
29,11.113,priors,50,Penguins,is male,1,9
29,26.867,priors,100,Ducks,lays eggs,2,0
29,26.867,priors,100,Birds,lays eggs,2,1
29,26.867,priors,0,Leopards,lays eggs,2,2
29,26.867,priors,100,Mosquitos,lays eggs,2,3
29,26.867,priors,100,Sharks,lays eggs,2,4
29,26.867,priors,0,Bears,lays eggs,2,5
29,26.867,priors,0,Cats,lays eggs,2,6
29,26.867,priors,85,Snakes,lays eggs,2,7
29,26.867,priors,0,Whales,lays eggs,2,8
29,26.867,priors,100,Penguins,lays eggs,2,9
29,35.871,priors,1,Ducks,attack swimmers,3,0
29,35.871,priors,1,Birds,attack swimmers,3,1
29,35.871,priors,0,Leopards,attack swimmers,3,2
29,35.871,priors,0,Mosquitos,attack swimmers,3,3
29,35.871,priors,5,Sharks,attack swimmers,3,4
29,35.871,priors,0,Bears,attack swimmers,3,5
29,35.871,priors,0,Cats,attack swimmers,3,6
29,35.871,priors,1,Snakes,attack swimmers,3,7
29,35.871,priors,1,Whales,attack swimmers,3,8
29,35.871,priors,1,Penguins,attack swimmers,3,9
29,8.344,priors,50,Ducks,is female,4,0
29,8.344,priors,50,Birds,is female,4,1
29,8.344,priors,50,Leopards,is female,4,2
29,8.344,priors,50,Mosquitos,is female,4,3
29,8.344,priors,50,Sharks,is female,4,4
29,8.344,priors,50,Bears,is female,4,5
29,8.344,priors,50,Cats,is female,4,6
29,8.344,priors,50,Snakes,is female,4,7
29,8.344,priors,50,Whales,is female,4,8
29,8.344,priors,50,Penguins,is female,4,9
29,28.786,priors,100,Ducks,has wings,5,0
29,28.786,priors,90,Birds,has wings,5,1
