workerid,rt,trial_type,prevalence,animal,property,property_index,animal_index
8,58.656,priors,0,Pigs,has spots,1,9
8,17.752,priors,0,Ducks,has manes,2,0
8,17.752,priors,0,Sharks,has manes,2,1
8,17.752,priors,0,Leopards,has manes,2,2
8,17.752,priors,100,Lions,has manes,2,3
8,17.752,priors,0,Mosquitos,has manes,2,4
8,17.752,priors,0,Dogs,has manes,2,5
8,17.752,priors,0,Cats,has manes,2,6
8,17.752,priors,100,Horses,has manes,2,7
8,17.752,priors,0,Chickens,has manes,2,8
8,17.752,priors,0,Pigs,has manes,2,9
8,29.171,priors,60,Ducks,is female,3,0
8,29.171,priors,30,Sharks,is female,3,1
8,29.171,priors,25,Leopards,is female,3,2
8,29.171,priors,40,Lions,is female,3,3
8,29.171,priors,70,Mosquitos,is female,3,4
8,29.171,priors,60,Dogs,is female,3,5
8,29.171,priors,60,Cats,is female,3,6
8,29.171,priors,40,Horses,is female,3,7
8,29.171,priors,70,Chickens,is female,3,8
8,29.171,priors,40,Pigs,is female,3,9
8,34.147,priors,100,Ducks,has wings,4,0
8,34.147,priors,0,Sharks,has wings,4,1
8,34.147,priors,0,Leopards,has wings,4,2
8,34.147,priors,0,Lions,has wings,4,3
8,34.147,priors,100,Mosquitos,has wings,4,4
8,34.147,priors,0,Dogs,has wings,4,5
8,34.147,priors,0,Cats,has wings,4,6
8,34.147,priors,0,Horses,has wings,4,7
8,34.147,priors,0,Chickens,has wings,4,8
8,34.147,priors,0,Pigs,has wings,4,9
8,12.309,priors,0,Ducks,attack swimmers,5,0
8,12.309,priors,100,Sharks,attack swimmers,5,1
8,12.309,priors,0,Leopards,attack swimmers,5,2
8,12.309,priors,0,Lions,attack swimmers,5,3
8,12.309,priors,0,Mosquitos,attack swimmers,5,4
8,12.309,priors,0,Dogs,attack swimmers,5,5
8,12.309,priors,0,Cats,attack swimmers,5,6
8,12.309,priors,0,Horses,attack swimmers,5,7
8,12.309,priors,0,Chickens,attack swimmers,5,8
8,12.309,priors,0,Pigs,attack swimmers,5,9
8,36.02,priors,0,Ducks,carries malaria,6,0
8,36.02,priors,0,Sharks,carries malaria,6,1
8,36.02,priors,0,Leopards,carries malaria,6,2
8,36.02,priors,0,Lions,carries malaria,6,3
8,36.02,priors,50,Mosquitos,carries malaria,6,4
8,36.02,priors,0,Dogs,carries malaria,6,5
8,36.02,priors,0,Cats,carries malaria,6,6
8,36.02,priors,0,Horses,carries malaria,6,7
8,36.02,priors,0,Chickens,carries malaria,6,8
8,36.02,priors,0,Pigs,carries malaria,6,9
8,47.935,priors,100,Ducks,lays eggs,7,0
8,47.935,priors,0,Sharks,lays eggs,7,1
8,47.935,priors,0,Leopards,lays eggs,7,2
8,47.935,priors,0,Lions,lays eggs,7,3
8,47.935,priors,70,Mosquitos,lays eggs,7,4
8,47.935,priors,0,Dogs,lays eggs,7,5
8,47.935,priors,0,Cats,lays eggs,7,6
8,47.935,priors,0,Horses,lays eggs,7,7
8,47.935,priors,100,Chickens,lays eggs,7,8
8,47.935,priors,0,Pigs,lays eggs,7,9
9,19.78,priors,0,Lions,has spots,0,0
9,19.78,priors,20,Birds,has spots,0,1
9,19.78,priors,20,Ducks,has spots,0,2
9,19.78,priors,0,Mosquitos,has spots,0,3
9,19.78,priors,0,Sharks,has spots,0,4
9,19.78,priors,0,Whales,has spots,0,5
9,19.78,priors,0,Cougars,has spots,0,6
9,19.78,priors,30,Cheetahs,has spots,0,7
9,19.78,priors,0,Bees,has spots,0,8
9,19.78,priors,0,Chickens,has spots,0,9
9,40.79,priors,60,Lions,is female,1,0
9,40.79,priors,55,Birds,is female,1,1
9,40.79,priors,60,Ducks,is female,1,2
9,40.79,priors,20,Mosquitos,is female,1,3
9,40.79,priors,50,Sharks,is female,1,4
9,40.79,priors,40,Whales,is female,1,5
9,40.79,priors,65,Cougars,is female,1,6
9,40.79,priors,60,Cheetahs,is female,1,7
9,40.79,priors,10,Bees,is female,1,8
9,40.79,priors,75,Chickens,is female,1,9
9,16.665,priors,0,Lions,lays eggs,2,0
9,16.665,priors,100,Birds,lays eggs,2,1
9,16.665,priors,100,Ducks,lays eggs,2,2
9,16.665,priors,100,Mosquitos,lays eggs,2,3
9,16.665,priors,0,Sharks,lays eggs,2,4
9,16.665,priors,0,Whales,lays eggs,2,5
9,16.665,priors,0,Cougars,lays eggs,2,6
9,16.665,priors,0,Cheetahs,lays eggs,2,7
9,16.665,priors,0,Bees,lays eggs,2,8
9,16.665,priors,60,Chickens,lays eggs,2,9
9,16.459,priors,0,Lions,attack swimmers,3,0
9,16.459,priors,0,Birds,attack swimmers,3,1
9,16.459,priors,0,Ducks,attack swimmers,3,2
9,16.459,priors,100,Mosquitos,attack swimmers,3,3
9,16.459,priors,30,Sharks,attack swimmers,3,4
9,16.459,priors,20,Whales,attack swimmers,3,5
9,16.459,priors,0,Cougars,attack swimmers,3,6
9,16.459,priors,0,Cheetahs,attack swimmers,3,7
9,16.459,priors,0,Bees,attack swimmers,3,8
9,16.459,priors,0,Chickens,attack swimmers,3,9
9,19.15,priors,0,Lions,has wings,4,0
9,19.15,priors,90,Birds,has wings,4,1
9,19.15,priors,90,Ducks,has wings,4,2
9,19.15,priors,100,Mosquitos,has wings,4,3
9,19.15,priors,0,Sharks,has wings,4,4
9,19.15,priors,0,Whales,has wings,4,5
9,19.15,priors,0,Cougars,has wings,4,6
9,19.15,priors,0,Cheetahs,has wings,4,7
9,19.15,priors,100,Bees,has wings,4,8
9,19.15,priors,100,Chickens,has wings,4,9
9,18.633,priors,40,Lions,is male,5,0
9,18.633,priors,45,Birds,is male,5,1
9,18.633,priors,40,Ducks,is male,5,2
9,18.633,priors,80,Mosquitos,is male,5,3
9,18.633,priors,50,Sharks,is male,5,4
9,18.633,priors,60,Whales,is male,5,5
9,18.633,priors,35,Cougars,is male,5,6
9,18.633,priors,40,Cheetahs,is male,5,7
9,18.633,priors,90,Bees,is male,5,8
9,18.633,priors,25,Chickens,is male,5,9
9,10.246,priors,40,Lions,has manes,6,0
9,10.246,priors,0,Birds,has manes,6,1
9,10.246,priors,0,Ducks,has manes,6,2
9,10.246,priors,0,Mosquitos,has manes,6,3
9,10.246,priors,0,Sharks,has manes,6,4
9,10.246,priors,0,Whales,has manes,6,5
9,10.246,priors,0,Cougars,has manes,6,6
9,10.246,priors,0,Cheetahs,has manes,6,7
9,10.246,priors,0,Bees,has manes,6,8
9,10.246,priors,0,Chickens,has manes,6,9
9,12.422,priors,0,Lions,carries malaria,7,0
9,12.422,priors,0,Birds,carries malaria,7,1
9,12.422,priors,0,Ducks,carries malaria,7,2
9,12.422,priors,35,Mosquitos,carries malaria,7,3
9,12.422,priors,0,Sharks,carries malaria,7,4
9,12.422,priors,0,Whales,carries malaria,7,5
9,12.422,priors,0,Cougars,carries malaria,7,6
9,12.422,priors,0,Cheetahs,carries malaria,7,7
9,12.422,priors,0,Bees,carries malaria,7,8
9,12.422,priors,0,Chickens,carries malaria,7,9
10,23.096,priors,1,Sharks,attack swimmers,0,0
10,23.096,priors,0,Mosquitos,attack swimmers,0,1
10,23.096,priors,0,Lions,attack swimmers,0,2
10,23.096,priors,0,Birds,attack swimmers,0,3
10,23.096,priors,0,Leopards,attack swimmers,0,4
10,23.096,priors,0,Turtles,attack swimmers,0,5
10,23.096,priors,0,Giraffes,attack swimmers,0,6
10,23.096,priors,2,Tuna,attack swimmers,0,7
10,23.096,priors,0,Chickens,attack swimmers,0,8
10,23.096,priors,0,Tigers,attack swimmers,0,9
10,13.403,priors,100,Sharks,lays eggs,1,0
10,13.403,priors,100,Mosquitos,lays eggs,1,1
10,13.403,priors,0,Lions,lays eggs,1,2
10,13.403,priors,100,Birds,lays eggs,1,3
10,13.403,priors,0,Leopards,lays eggs,1,4
10,13.403,priors,100,Turtles,lays eggs,1,5
10,13.403,priors,0,Giraffes,lays eggs,1,6
10,13.403,priors,100,Tuna,lays eggs,1,7
10,13.403,priors,100,Chickens,lays eggs,1,8
10,13.403,priors,0,Tigers,lays eggs,1,9
10,14.022,priors,50,Sharks,is male,2,0
10,14.022,priors,50,Mosquitos,is male,2,1
10,14.022,priors,50,Lions,is male,2,2
10,14.022,priors,50,Birds,is male,2,3
10,14.022,priors,50,Leopards,is male,2,4
10,14.022,priors,50,Turtles,is male,2,5
10,14.022,priors,50,Giraffes,is male,2,6
10,14.022,priors,50,Tuna,is male,2,7
10,14.022,priors,50,Chickens,is male,2,8
10,14.022,priors,50,Tigers,is male,2,9
10,7.862,priors,0,Sharks,carries malaria,3,0
10,7.862,priors,2,Mosquitos,carries malaria,3,1
10,7.862,priors,0,Lions,carries malaria,3,2
10,7.862,priors,0,Birds,carries malaria,3,3
10,7.862,priors,0,Leopards,carries malaria,3,4
10,7.862,priors,0,Turtles,carries malaria,3,5
10,7.862,priors,0,Giraffes,carries malaria,3,6
10,7.862,priors,0,Tuna,carries malaria,3,7
10,7.862,priors,0,Chickens,carries malaria,3,8
10,7.862,priors,0,Tigers,carries malaria,3,9
10,9.862,priors,0,Sharks,has wings,4,0
10,9.862,priors,100,Mosquitos,has wings,4,1
10,9.862,priors,0,Lions,has wings,4,2
10,9.862,priors,100,Birds,has wings,4,3
10,9.862,priors,0,Leopards,has wings,4,4
10,9.862,priors,0,Turtles,has wings,4,5
10,9.862,priors,0,Giraffes,has wings,4,6
10,9.862,priors,0,Tuna,has wings,4,7
10,9.862,priors,100,Chickens,has wings,4,8
10,9.862,priors,0,Tigers,has wings,4,9
10,8.512,priors,0,Sharks,has manes,5,0
10,8.512,priors,0,Mosquitos,has manes,5,1
10,8.512,priors,100,Lions,has manes,5,2
10,8.512,priors,0,Birds,has manes,5,3
10,8.512,priors,0,Leopards,has manes,5,4
10,8.512,priors,0,Turtles,has manes,5,5
10,8.512,priors,0,Giraffes,has manes,5,6
10,8.512,priors,0,Tuna,has manes,5,7
10,8.512,priors,0,Chickens,has manes,5,8
10,8.512,priors,0,Tigers,has manes,5,9
10,8.715,priors,0,Sharks,has spots,6,0
10,8.715,priors,0,Mosquitos,has spots,6,1
10,8.715,priors,0,Lions,has spots,6,2
10,8.715,priors,0,Birds,has spots,6,3
10,8.715,priors,100,Leopards,has spots,6,4
10,8.715,priors,0,Turtles,has spots,6,5
10,8.715,priors,0,Giraffes,has spots,6,6
10,8.715,priors,0,Tuna,has spots,6,7
10,8.715,priors,0,Chickens,has spots,6,8
10,8.715,priors,0,Tigers,has spots,6,9
10,14.294,priors,50,Sharks,is female,7,0
10,14.294,priors,50,Mosquitos,is female,7,1
10,14.294,priors,50,Lions,is female,7,2
10,14.294,priors,50,Birds,is female,7,3
10,14.294,priors,50,Leopards,is female,7,4
10,14.294,priors,50,Turtles,is female,7,5
10,14.294,priors,50,Giraffes,is female,7,6
10,14.294,priors,50,Tuna,is female,7,7
10,14.294,priors,50,Chickens,is female,7,8
10,14.294,priors,50,Tigers,is female,7,9
11,7.449,priors,50,Birds,is male,0,0
11,7.449,priors,50,Lions,is male,0,1
11,7.449,priors,50,Ducks,is male,0,2
11,7.449,priors,50,Leopards,is male,0,3
11,7.449,priors,50,Mosquitos,is male,0,4
11,7.449,priors,50,cat,is male,0,5
11,7.449,priors,50,dog,is male,0,6
11,7.449,priors,50,pig,is male,0,7
11,7.449,priors,50,cow,is male,0,8
11,7.449,priors,50,bear,is male,0,9
11,8.794,priors,0,Birds,has manes,1,0
11,8.794,priors,50,Lions,has manes,1,1
11,8.794,priors,0,Ducks,has manes,1,2
11,8.794,priors,0,Leopards,has manes,1,3
11,8.794,priors,0,Mosquitos,has manes,1,4
11,8.794,priors,0,cat,has manes,1,5
11,8.794,priors,0,dog,has manes,1,6
11,8.794,priors,0,pig,has manes,1,7
11,8.794,priors,0,cow,has manes,1,8
11,8.794,priors,0,bear,has manes,1,9
11,32.631,priors,20,Birds,has spots,2,0
11,32.631,priors,80,Lions,has spots,2,1
11,32.631,priors,0,Ducks,has spots,2,2
11,32.631,priors,100,Leopards,has spots,2,3
11,32.631,priors,50,Mosquitos,has spots,2,4
11,32.631,priors,20,cat,has spots,2,5
11,32.631,priors,20,dog,has spots,2,6
11,32.631,priors,20,pig,has spots,2,7
11,32.631,priors,80,cow,has spots,2,8
11,32.631,priors,0,bear,has spots,2,9
11,5.57,priors,50,Birds,is female,3,0
11,5.57,priors,50,Lions,is female,3,1
11,5.57,priors,50,Ducks,is female,3,2
11,5.57,priors,50,Leopards,is female,3,3
11,5.57,priors,50,Mosquitos,is female,3,4
11,5.57,priors,50,cat,is female,3,5
11,5.57,priors,50,dog,is female,3,6
11,5.57,priors,50,pig,is female,3,7
11,5.57,priors,50,cow,is female,3,8
11,5.57,priors,50,bear,is female,3,9
11,8.78,priors,0,Birds,carries malaria,4,0
11,8.78,priors,0,Lions,carries malaria,4,1
11,8.78,priors,0,Ducks,carries malaria,4,2
11,8.78,priors,0,Leopards,carries malaria,4,3
11,8.78,priors,25,Mosquitos,carries malaria,4,4
11,8.78,priors,0,cat,carries malaria,4,5
11,8.78,priors,0,dog,carries malaria,4,6
11,8.78,priors,0,pig,carries malaria,4,7
11,8.78,priors,0,cow,carries malaria,4,8
11,8.78,priors,0,bear,carries malaria,4,9
11,13.821,priors,100,Birds,lays eggs,5,0
11,13.821,priors,0,Lions,lays eggs,5,1
11,13.821,priors,100,Ducks,lays eggs,5,2
11,13.821,priors,100,Leopards,lays eggs,5,3
11,13.821,priors,100,Mosquitos,lays eggs,5,4
11,13.821,priors,0,cat,lays eggs,5,5
11,13.821,priors,0,dog,lays eggs,5,6
11,13.821,priors,0,pig,lays eggs,5,7
11,13.821,priors,0,cow,lays eggs,5,8
11,13.821,priors,0,bear,lays eggs,5,9
11,10.12,priors,0,Birds,attack swimmers,6,0
11,10.12,priors,0,Lions,attack swimmers,6,1
11,10.12,priors,0,Ducks,attack swimmers,6,2
11,10.12,priors,0,Leopards,attack swimmers,6,3
11,10.12,priors,0,Mosquitos,attack swimmers,6,4
11,10.12,priors,0,cat,attack swimmers,6,5
11,10.12,priors,0,dog,attack swimmers,6,6
11,10.12,priors,0,pig,attack swimmers,6,7
11,10.12,priors,0,cow,attack swimmers,6,8
11,10.12,priors,0,bear,attack swimmers,6,9
11,9.721,priors,100,Birds,has wings,7,0
11,9.721,priors,0,Lions,has wings,7,1
11,9.721,priors,100,Ducks,has wings,7,2
11,9.721,priors,0,Leopards,has wings,7,3
11,9.721,priors,100,Mosquitos,has wings,7,4
11,9.721,priors,0,cat,has wings,7,5
11,9.721,priors,0,dog,has wings,7,6
11,9.721,priors,0,pig,has wings,7,7
11,9.721,priors,0,cow,has wings,7,8
11,9.721,priors,0,bear,has wings,7,9
12,26.654,priors,30,Ducks,is male,0,0
12,26.654,priors,80,Sharks,is male,0,1
12,26.654,priors,90,Lions,is male,0,2
12,26.654,priors,50,Mosquitos,is male,0,3
12,26.654,priors,40,Birds,is male,0,4
12,26.654,priors,60,Tigers,is male,0,5
12,26.654,priors,60,ants,is male,0,6
12,26.654,priors,60,Dolphins,is male,0,7
12,26.654,priors,90,Bears ,is male,0,8
12,26.654,priors,60,Turtles,is male,0,9
12,47.068,priors,0,Ducks,has manes,1,0
12,47.068,priors,0,Sharks,has manes,1,1
12,47.068,priors,95,Lions,has manes,1,2
12,47.068,priors,0,Mosquitos,has manes,1,3
12,47.068,priors,0,Birds,has manes,1,4
12,47.068,priors,65,Tigers,has manes,1,5
12,47.068,priors,0,ants,has manes,1,6
12,47.068,priors,0,Dolphins,has manes,1,7
12,47.068,priors,0,Bears ,has manes,1,8
12,47.068,priors,0,Turtles,has manes,1,9
12,33.406,priors,15,Ducks,carries malaria,2,0
12,33.406,priors,0,Sharks,carries malaria,2,1
12,33.406,priors,20,Lions,carries malaria,2,2
12,33.406,priors,60,Mosquitos,carries malaria,2,3
12,33.406,priors,60,Birds,carries malaria,2,4
12,33.406,priors,10,Tigers,carries malaria,2,5
12,33.406,priors,5,ants,carries malaria,2,6
12,33.406,priors,0,Dolphins,carries malaria,2,7
12,33.406,priors,10,Bears ,carries malaria,2,8
12,33.406,priors,5,Turtles,carries malaria,2,9
12,57.038,priors,60,Ducks,lays eggs,3,0
12,57.038,priors,0,Sharks,lays eggs,3,1
12,57.038,priors,0,Lions,lays eggs,3,2
12,57.038,priors,20,Mosquitos,lays eggs,3,3
12,57.038,priors,60,Birds,lays eggs,3,4
12,57.038,priors,0,Tigers,lays eggs,3,5
12,57.038,priors,20,ants,lays eggs,3,6
12,57.038,priors,0,Dolphins,lays eggs,3,7
12,57.038,priors,0,Bears ,lays eggs,3,8
12,57.038,priors,70,Turtles,lays eggs,3,9
12,47.708,priors,100,Ducks,has wings,4,0
12,47.708,priors,0,Sharks,has wings,4,1
12,47.708,priors,0,Lions,has wings,4,2
12,47.708,priors,100,Mosquitos,has wings,4,3
12,47.708,priors,100,Birds,has wings,4,4
12,47.708,priors,0,Tigers,has wings,4,5
12,47.708,priors,0,ants,has wings,4,6
12,47.708,priors,0,Dolphins,has wings,4,7
12,47.708,priors,0,Bears ,has wings,4,8
12,47.708,priors,0,Turtles,has wings,4,9
12,26.157,priors,0,Ducks,attack swimmers,5,0
12,26.157,priors,70,Sharks,attack swimmers,5,1
12,26.157,priors,0,Lions,attack swimmers,5,2
12,26.157,priors,10,Mosquitos,attack swimmers,5,3
12,26.157,priors,20,Birds,attack swimmers,5,4
12,26.157,priors,0,Tigers,attack swimmers,5,5
12,26.157,priors,0,ants,attack swimmers,5,6
12,26.157,priors,2,Dolphins,attack swimmers,5,7
12,26.157,priors,0,Bears ,attack swimmers,5,8
12,26.157,priors,1,Turtles,attack swimmers,5,9
12,23.822,priors,70,Ducks,is female,6,0
12,23.822,priors,20,Sharks,is female,6,1
12,23.822,priors,10,Lions,is female,6,2
12,23.822,priors,50,Mosquitos,is female,6,3
12,23.822,priors,60,Birds,is female,6,4
12,23.822,priors,40,Tigers,is female,6,5
12,23.822,priors,40,ants,is female,6,6
12,23.822,priors,40,Dolphins,is female,6,7
12,23.822,priors,10,Bears ,is female,6,8
12,23.822,priors,40,Turtles,is female,6,9
12,32.343,priors,0,Ducks,has spots,7,0
12,32.343,priors,0,Sharks,has spots,7,1
12,32.343,priors,0,Lions,has spots,7,2
12,32.343,priors,0,Mosquitos,has spots,7,3
12,32.343,priors,25,Birds,has spots,7,4
12,32.343,priors,30,Tigers,has spots,7,5
12,32.343,priors,0,ants,has spots,7,6
12,32.343,priors,0,Dolphins,has spots,7,7
12,32.343,priors,0,Bears ,has spots,7,8
12,32.343,priors,60,Turtles,has spots,7,9
13,61.699,priors,0,Sharks,has wings,0,0
13,61.699,priors,100,Mosquitos,has wings,0,1
13,61.699,priors,100,Birds,has wings,0,2
13,61.699,priors,0,Lions,has wings,0,3
13,61.699,priors,00,Leopards,has wings,0,4
13,61.699,priors,0,Panda,has wings,0,5
13,61.699,priors,0,Dog,has wings,0,6
13,61.699,priors,0,Fish,has wings,0,7
13,61.699,priors,100,Penguin,has wings,0,8
13,61.699,priors,0,Wolf,has wings,0,9
13,19.158,priors,50,Sharks,is male,1,0
13,19.158,priors,25,Mosquitos,is male,1,1
13,19.158,priors,50,Birds,is male,1,2
13,19.158,priors,50,Lions,is male,1,3
13,19.158,priors,50,Leopards,is male,1,4
13,19.158,priors,50,Panda,is male,1,5
13,19.158,priors,50,Dog,is male,1,6
13,19.158,priors,25,Fish,is male,1,7
13,19.158,priors,50,Penguin,is male,1,8
13,19.158,priors,50,Wolf,is male,1,9
13,334.517,priors,0,Sharks,carries malaria,2,0
13,334.517,priors,100,Mosquitos,carries malaria,2,1
13,334.517,priors,0,Birds,carries malaria,2,2
13,334.517,priors,0,Lions,carries malaria,2,3
13,334.517,priors,0,Leopards,carries malaria,2,4
13,334.517,priors,0,Panda,carries malaria,2,5
13,334.517,priors,0,Dog,carries malaria,2,6
13,334.517,priors,0,Fish,carries malaria,2,7
13,334.517,priors,0,Penguin,carries malaria,2,8
13,334.517,priors,0,Wolf,carries malaria,2,9
13,24.791,priors,0,Sharks,has spots,3,0
13,24.791,priors,0,Mosquitos,has spots,3,1
13,24.791,priors,10,Birds,has spots,3,2
13,24.791,priors,0,Lions,has spots,3,3
13,24.791,priors,80,Leopards,has spots,3,4
13,24.791,priors,5,Panda,has spots,3,5
13,24.791,priors,2,Dog,has spots,3,6
13,24.791,priors,0,Fish,has spots,3,7
13,24.791,priors,0,Penguin,has spots,3,8
13,24.791,priors,0,Wolf,has spots,3,9
13,18.735,priors,90,Sharks,attack swimmers,4,0
13,18.735,priors,0,Mosquitos,attack swimmers,4,1
13,18.735,priors,0,Birds,attack swimmers,4,2
13,18.735,priors,0,Lions,attack swimmers,4,3
13,18.735,priors,0,Leopards,attack swimmers,4,4
13,18.735,priors,0,Panda,attack swimmers,4,5
13,18.735,priors,0,Dog,attack swimmers,4,6
13,18.735,priors,10,Fish,attack swimmers,4,7
13,18.735,priors,0,Penguin,attack swimmers,4,8
13,18.735,priors,0,Wolf,attack swimmers,4,9
13,17.125,priors,0,Sharks,has manes,5,0
13,17.125,priors,0,Mosquitos,has manes,5,1
13,17.125,priors,0,Birds,has manes,5,2
13,17.125,priors,100,Lions,has manes,5,3
13,17.125,priors,0,Leopards,has manes,5,4
13,17.125,priors,0,Panda,has manes,5,5
13,17.125,priors,0,Dog,has manes,5,6
13,17.125,priors,0,Fish,has manes,5,7
13,17.125,priors,0,Penguin,has manes,5,8
13,17.125,priors,0,Wolf,has manes,5,9
13,13.458,priors,10,Sharks,is female,6,0
13,13.458,priors,10,Mosquitos,is female,6,1
13,13.458,priors,10,Birds,is female,6,2
13,13.458,priors,10,Lions,is female,6,3
13,13.458,priors,10,Leopards,is female,6,4
13,13.458,priors,10,Panda,is female,6,5
13,13.458,priors,10,Dog,is female,6,6
13,13.458,priors,10,Fish,is female,6,7
13,13.458,priors,10,Penguin,is female,6,8
13,13.458,priors,10,Wolf,is female,6,9
13,26.872,priors,0,Sharks,lays eggs,7,0
13,26.872,priors,15,Mosquitos,lays eggs,7,1
13,26.872,priors,50,Birds,lays eggs,7,2
13,26.872,priors,0,Lions,lays eggs,7,3
13,26.872,priors,0,Leopards,lays eggs,7,4
13,26.872,priors,0,Panda,lays eggs,7,5
13,26.872,priors,0,Dog,lays eggs,7,6
13,26.872,priors,25,Fish,lays eggs,7,7
13,26.872,priors,25,Penguin,lays eggs,7,8
13,26.872,priors,0,Wolf,lays eggs,7,9
14,36.643,priors,30,Sharks,has spots,0,0
14,36.643,priors,0,Mosquitos,has spots,0,1
14,36.643,priors,40,Birds,has spots,0,2
14,36.643,priors,0,Lions,has spots,0,3
14,36.643,priors,10,Ducks,has spots,0,4
14,36.643,priors,50,Cats,has spots,0,5
14,36.643,priors,60,Frogs,has spots,0,6
14,36.643,priors,100,Giraffes,has spots,0,7
14,36.643,priors,50,Dogs,has spots,0,8
14,36.643,priors,40,Rabbits,has spots,0,9
14,43.844,priors,8,Sharks,attack swimmers,1,0
14,43.844,priors,0,Mosquitos,attack swimmers,1,1
14,43.844,priors,0,Birds,attack swimmers,1,2
14,43.844,priors,0,Lions,attack swimmers,1,3
14,43.844,priors,3,Ducks,attack swimmers,1,4
14,43.844,priors,0,Cats,attack swimmers,1,5
14,43.844,priors,0,Frogs,attack swimmers,1,6
14,43.844,priors,0,Giraffes,attack swimmers,1,7
14,43.844,priors,0,Dogs,attack swimmers,1,8
14,43.844,priors,0,Rabbits,attack swimmers,1,9
14,54.162,priors,40,Sharks,lays eggs,2,0
14,54.162,priors,100,Mosquitos,lays eggs,2,1
14,54.162,priors,100,Birds,lays eggs,2,2
14,54.162,priors,0,Lions,lays eggs,2,3
14,54.162,priors,100,Ducks,lays eggs,2,4
14,54.162,priors,0,Cats,lays eggs,2,5
14,54.162,priors,100,Frogs,lays eggs,2,6
14,54.162,priors,0,Giraffes,lays eggs,2,7
14,54.162,priors,0,Dogs,lays eggs,2,8
14,54.162,priors,0,Rabbits,lays eggs,2,9
14,38.401,priors,0,Sharks,has manes,3,0
14,38.401,priors,0,Mosquitos,has manes,3,1
14,38.401,priors,0,Birds,has manes,3,2
14,38.401,priors,50,Lions,has manes,3,3
14,38.401,priors,0,Ducks,has manes,3,4
14,38.401,priors,30,Cats,has manes,3,5
14,38.401,priors,0,Frogs,has manes,3,6
14,38.401,priors,0,Giraffes,has manes,3,7
14,38.401,priors,0,Dogs,has manes,3,8
14,38.401,priors,0,Rabbits,has manes,3,9
14,42.741,priors,50,Sharks,is female,4,0
14,42.741,priors,50,Mosquitos,is female,4,1
14,42.741,priors,50,Birds,is female,4,2
14,42.741,priors,50,Lions,is female,4,3
14,42.741,priors,50,Ducks,is female,4,4
14,42.741,priors,50,Cats,is female,4,5
14,42.741,priors,50,Frogs,is female,4,6
14,42.741,priors,50,Giraffes,is female,4,7
14,42.741,priors,50,Dogs,is female,4,8
14,42.741,priors,50,Rabbits,is female,4,9
14,9.158,priors,50,Sharks,is male,5,0
14,9.158,priors,50,Mosquitos,is male,5,1
14,9.158,priors,50,Birds,is male,5,2
14,9.158,priors,50,Lions,is male,5,3
14,9.158,priors,50,Ducks,is male,5,4
14,9.158,priors,50,Cats,is male,5,5
14,9.158,priors,50,Frogs,is male,5,6
14,9.158,priors,50,Giraffes,is male,5,7
14,9.158,priors,50,Dogs,is male,5,8
14,9.158,priors,50,Rabbits,is male,5,9
14,34.205,priors,0,Sharks,carries malaria,6,0
14,34.205,priors,20,Mosquitos,carries malaria,6,1
14,34.205,priors,0,Birds,carries malaria,6,2
14,34.205,priors,0,Lions,carries malaria,6,3
14,34.205,priors,0,Ducks,carries malaria,6,4
14,34.205,priors,0,Cats,carries malaria,6,5
14,34.205,priors,0,Frogs,carries malaria,6,6
14,34.205,priors,0,Giraffes,carries malaria,6,7
14,34.205,priors,0,Dogs,carries malaria,6,8
14,34.205,priors,0,Rabbits,carries malaria,6,9
14,18.486,priors,0,Sharks,has wings,7,0
14,18.486,priors,100,Mosquitos,has wings,7,1
14,18.486,priors,100,Birds,has wings,7,2
14,18.486,priors,0,Lions,has wings,7,3
14,18.486,priors,100,Ducks,has wings,7,4
14,18.486,priors,0,Cats,has wings,7,5
14,18.486,priors,0,Frogs,has wings,7,6
14,18.486,priors,0,Giraffes,has wings,7,7
14,18.486,priors,0,Dogs,has wings,7,8
14,18.486,priors,0,Rabbits,has wings,7,9
15,28.008,priors,0,Mosquitos,has spots,0,0
15,28.008,priors,20,Birds,has spots,0,1
15,28.008,priors,20,Ducks,has spots,0,2
15,28.008,priors,0,Sharks,has spots,0,3
15,28.008,priors,5,Lions,has spots,0,4
15,28.008,priors,0,Tigers,has spots,0,5
15,28.008,priors,20,Dogs,has spots,0,6
15,28.008,priors,20,Cats,has spots,0,7
15,28.008,priors,0,Ants,has spots,0,8
15,28.008,priors,20,Frogs,has spots,0,9
15,19.624,priors,50,Mosquitos,is male,1,0
15,19.624,priors,50,Birds,is male,1,1
15,19.624,priors,50,Ducks,is male,1,2
15,19.624,priors,50,Sharks,is male,1,3
15,19.624,priors,50,Lions,is male,1,4
15,19.624,priors,50,Tigers,is male,1,5
15,19.624,priors,50,Dogs,is male,1,6
15,19.624,priors,50,Cats,is male,1,7
15,19.624,priors,50,Ants,is male,1,8
15,19.624,priors,50,Frogs,is male,1,9
15,17.583,priors,50,Mosquitos,lays eggs,2,0
15,17.583,priors,50,Birds,lays eggs,2,1
15,17.583,priors,50,Ducks,lays eggs,2,2
15,17.583,priors,50,Sharks,lays eggs,2,3
15,17.583,priors,50,Lions,lays eggs,2,4
15,17.583,priors,50,Tigers,lays eggs,2,5
15,17.583,priors,50,Dogs,lays eggs,2,6
15,17.583,priors,50,Cats,lays eggs,2,7
15,17.583,priors,50,Ants,lays eggs,2,8
15,17.583,priors,50,Frogs,lays eggs,2,9
