"workerid","rt","trial_type","stim_property","origins","stim_word","stim_kind","stim_proptype","stim_name","stim_prevalence","event_outcome","response"
15,44.783,"truth_conditions","purple","extrinsic","generic","fish","color","zorbs",1,"maintained",0
15,9.171,"truth_conditions","fangs","intrinsic","generic","fish","part","zoovs",0,"lost",0
16,21.103,"truth_conditions","orange","intrinsic","generic","bird","color","ollers",1,"maintained",1
16,18.245,"truth_conditions","purple","extrinsic","generic","fish","color","javs",1,"lost",0
16,11.259,"truth_conditions","tails","extrinsic","generic","bird","part","glippets",0,"maintained",0
16,10.583,"truth_conditions","wings","intrinsic","generic","bug","part","trufts",0,"lost",1
17,21.368,"truth_conditions","black","intrinsic","generic","fish","color","dobles",0,"maintained",1
17,28.153,"truth_conditions","antennae","extrinsic","generic","bug","part","luzaks",1,"maintained",1
17,18.282,"truth_conditions","red","extrinsic","generic","bug","color","ackles",0,"lost",0
17,19.05,"truth_conditions","fangs","intrinsic","generic","fish","part","lorches",1,"lost",1
18,21.931,"truth_conditions","whiskers","intrinsic","generic","fish","part","dobles",0,"maintained",1
18,20.532,"truth_conditions","antennae","extrinsic","generic","bug","part","cheebas",1,"maintained",1
18,19.265,"truth_conditions","orange","extrinsic","generic","fish","color","ackles",0,"lost",0
18,12.42,"truth_conditions","red","intrinsic","generic","bug","color","sapers",1,"lost",0
19,26.36,"truth_conditions","orange","intrinsic","generic","bug","color","kweps",1,"maintained",1
19,16.16,"truth_conditions","fangs","intrinsic","generic","fish","part","sapers",0,"lost",0
19,19.696,"truth_conditions","crests","extrinsic","generic","bird","part","cheebas",1,"lost",0
19,20.44,"truth_conditions","brown","extrinsic","generic","bug","color","dorbs",0,"maintained",0
20,24.81,"truth_conditions","fangs","intrinsic","generic","fish","part","sapers",0,"maintained",1
20,18.731,"truth_conditions","orange","intrinsic","generic","bird","color","kweps",1,"lost",1
20,18.234,"truth_conditions","yellow","extrinsic","generic","fish","color","dobles",0,"lost",0
20,19.588,"truth_conditions","wings","extrinsic","generic","bug","part","cheebas",1,"maintained",1
21,25.075,"truth_conditions","tails","intrinsic","generic","bird","part","zoovs",0,"lost",1
21,22.026,"truth_conditions","black","extrinsic","generic","bird","color","stups",0,"lost",0
21,17.402,"truth_conditions","red","intrinsic","generic","bug","color","morseths",1,"maintained",1
21,16.875,"truth_conditions","whiskers","extrinsic","generic","fish","part","blins",1,"maintained",0
22,36.411,"truth_conditions","antennae","intrinsic","generic","bug","part","stups",1,"lost",1
22,23.249,"truth_conditions","blue","extrinsic","generic","bird","color","cheebas",0,"maintained",0
22,17.398,"truth_conditions","purple","intrinsic","generic","fish","color","frams",0,"maintained",1
22,58.932,"truth_conditions","crests","extrinsic","generic","bird","part","zoovs",1,"lost",0
23,23.204,"truth_conditions","yellow","extrinsic","generic","fish","color","luzaks",0,"maintained",1
23,17.453,"truth_conditions","tails","extrinsic","generic","bird","part","sapers",0,"lost",0
23,17.614,"truth_conditions","brown","intrinsic","generic","bird","color","crullets",1,"maintained",1
23,15.798,"truth_conditions","wings","intrinsic","generic","bug","part","ludinos",1,"lost",0
24,17.838,"truth_conditions","fangs","intrinsic","generic","fish","part","frams",0,"lost",1
24,48.275,"truth_conditions","crests","extrinsic","generic","bird","part","luzaks",1,"lost",0
24,10.283,"truth_conditions","brown","intrinsic","generic","bird","color","trufts",1,"maintained",1
24,34.548,"truth_conditions","blue","extrinsic","generic","fish","color","reesles",0,"maintained",0
25,42.242,"truth_conditions","blue","intrinsic","generic","bug","color","crullets",1,"maintained",1
25,54.898,"truth_conditions","tails","intrinsic","generic","bird","part","ollers",0,"lost",0
25,17.834,"truth_conditions","brown","extrinsic","generic","fish","color","blins",0,"lost",0
25,24.176,"truth_conditions","whiskers","extrinsic","generic","fish","part","ludinos",1,"maintained",0
26,27.162,"truth_conditions","brown","intrinsic","generic","bug","color","lorches",0,"maintained",1
26,22.482,"truth_conditions","crests","extrinsic","generic","bird","part","trufts",1,"maintained",1
26,31.033,"truth_conditions","fangs","intrinsic","generic","fish","part","ludinos",1,"lost",0
26,16.247,"truth_conditions","yellow","extrinsic","generic","bird","color","morseths",0,"lost",0
27,52.933,"truth_conditions","antennae","extrinsic","generic","bug","part","glippets",1,"maintained",1
27,17.793,"truth_conditions","wings","intrinsic","generic","bug","part","crullets",0,"maintained",1
27,17.344,"truth_conditions","brown","intrinsic","generic","bird","color","taifels",0,"lost",0
27,25.272,"truth_conditions","black","extrinsic","generic","fish","color","lorches",1,"lost",0
28,21.475,"truth_conditions","red","intrinsic","generic","bug","color","thups",0,"lost",1
28,15.648,"truth_conditions","fangs","intrinsic","generic","fish","part","trufts",1,"maintained",1
28,15.935,"truth_conditions","yellow","extrinsic","generic","bird","color","morseths",0,"lost",0
28,16.216,"truth_conditions","antennae","extrinsic","generic","bug","part","daiths",1,"maintained",0
29,36.723,"truth_conditions","whiskers","extrinsic","generic","fish","part","sapers",1,"lost",0
29,20.719,"truth_conditions","yellow","extrinsic","generic","bird","color","elleps",0,"maintained",1
29,21.992,"truth_conditions","red","intrinsic","generic","fish","color","krivels",1,"maintained",1
29,23.236,"truth_conditions","wings","intrinsic","generic","bug","part","ludinos",0,"lost",1
30,23.788,"truth_conditions","purple","intrinsic","generic","bird","color","moxes",0,"maintained",1
30,29.527,"truth_conditions","whiskers","intrinsic","generic","fish","part","blins",0,"lost",1
30,19.246,"truth_conditions","green","extrinsic","generic","bird","color","taifels",1,"lost",0
30,23.639,"truth_conditions","wings","extrinsic","generic","bug","part","ludinos",1,"maintained",0
31,42.166,"truth_conditions","wings","intrinsic","generic","bug","part","glippets",1,"maintained",1
31,32.089,"truth_conditions","tails","extrinsic","generic","bird","part","feps",0,"lost",0
31,25.17,"truth_conditions","orange","intrinsic","generic","fish","color","dobles",0,"lost",1
31,24.961,"truth_conditions","green","extrinsic","generic","bug","color","stups",1,"maintained",0
32,28.205,"truth_conditions","red","extrinsic","generic","fish","color","reesles",1,"maintained",1
32,30.462,"truth_conditions","orange","intrinsic","generic","bird","color","stups",0,"lost",1
32,33.815,"truth_conditions","antennae","extrinsic","generic","bug","part","glippets",0,"lost",0
32,25.965,"truth_conditions","whiskers","intrinsic","generic","fish","part","frams",1,"maintained",1
33,13.444,"truth_conditions","brown","intrinsic","generic","bug","color","thups",0,"lost",0
33,29.408,"truth_conditions","yellow","extrinsic","generic","bug","color","feps",1,"maintained",1
33,17.931,"truth_conditions","tails","extrinsic","generic","bird","part","plovs",1,"lost",0
33,17.917,"truth_conditions","crests","intrinsic","generic","bird","part","zoovs",0,"maintained",1
34,24.051,"truth_conditions","yellow","intrinsic","generic","fish","color","zorbs",1,"lost",1
34,18.66,"truth_conditions","fangs","intrinsic","generic","fish","part","elleps",1,"maintained",1
34,36.12,"truth_conditions","antennae","extrinsic","generic","bug","part","stups",0,"maintained",0
34,13.843,"truth_conditions","brown","extrinsic","generic","bug","color","sapers",0,"lost",0
35,140.081,"truth_conditions","green","intrinsic","generic","bird","color","krivels",0,"lost",1
35,23.158,"truth_conditions","fangs","intrinsic","generic","fish","part","zorbs",0,"maintained",1
35,30.056,"truth_conditions","antennae","extrinsic","generic","bug","part","javs",1,"maintained",0
35,17.825,"truth_conditions","orange","extrinsic","generic","bug","color","glippets",1,"lost",0
36,44.966,"truth_conditions","whiskers","extrinsic","generic","fish","part","elleps",1,"lost",0
36,29.546,"truth_conditions","yellow","extrinsic","generic","bug","color","luzaks",0,"maintained",0
36,27.144,"truth_conditions","blue","intrinsic","generic","bug","color","mooks",1,"lost",1
36,34.078,"truth_conditions","crests","intrinsic","generic","bird","part","glippets",0,"maintained",1
37,44.039,"truth_conditions","wings","extrinsic","generic","bug","part","elleps",0,"maintained",1
37,46.742,"truth_conditions","antennae","intrinsic","generic","bug","part","ackles",1,"lost",1
37,28.692,"truth_conditions","blue","intrinsic","generic","fish","color","blins",1,"maintained",1
37,22.991,"truth_conditions","green","extrinsic","generic","fish","color","thups",0,"lost",0
38,27.795,"truth_conditions","antennae","intrinsic","generic","bug","part","plovs",1,"lost",0
38,22.714,"truth_conditions","tails","extrinsic","generic","bird","part","javs",1,"maintained",1
38,18.195,"truth_conditions","green","intrinsic","generic","fish","color","glippets",0,"maintained",1
38,13.283,"truth_conditions","red","extrinsic","generic","fish","color","crullets",0,"lost",0
39,16.061,"truth_conditions","blue","intrinsic","generic","bird","color","zorbs",0,"lost",1
39,17.296,"truth_conditions","orange","extrinsic","generic","bug","color","morseths",1,"lost",0
39,39.243,"truth_conditions","fangs","extrinsic","generic","fish","part","luzaks",1,"maintained",0
39,15.278,"truth_conditions","tails","intrinsic","generic","bird","part","kazzes",0,"maintained",1
40,22.663,"truth_conditions","antennae","intrinsic","generic","bug","part","luzaks",1,"lost",1
40,20.615,"truth_conditions","yellow","extrinsic","generic","fish","color","javs",0,"lost",0
40,17.111,"truth_conditions","whiskers","extrinsic","generic","fish","part","zoovs",1,"maintained",1
40,13.648,"truth_conditions","blue","intrinsic","generic","bug","color","glippets",0,"maintained",1
41,27.711,"truth_conditions","wings","extrinsic","generic","bug","part","dorbs",0,"maintained",1
41,21.993,"truth_conditions","black","extrinsic","generic","fish","color","moxes",0,"lost",0
41,20.526,"truth_conditions","crests","intrinsic","generic","bird","part","lorches",1,"lost",0
41,15.407,"truth_conditions","yellow","intrinsic","generic","bug","color","trufts",1,"maintained",1
42,20.581,"truth_conditions","blue","extrinsic","generic","bird","color","stups",0,"maintained",0
42,24.343,"truth_conditions","antennae","extrinsic","generic","bug","part","lorches",0,"lost",0
42,13.598,"truth_conditions","black","intrinsic","generic","bug","color","cheebas",1,"maintained",1
42,14.215,"truth_conditions","whiskers","intrinsic","generic","fish","part","dobles",1,"lost",1
43,28.222,"truth_conditions","whiskers","extrinsic","generic","fish","part","kweps",0,"lost",0
43,22.59,"truth_conditions","antennae","intrinsic","generic","bug","part","morseths",0,"maintained",1
43,15.6,"truth_conditions","green","extrinsic","generic","bird","color","thups",1,"maintained",0
43,14.815,"truth_conditions","brown","intrinsic","generic","bug","color","lorches",1,"lost",0
44,49.69,"truth_conditions","tails","extrinsic","generic","bird","part","blins",1,"lost",0
44,33.007,"truth_conditions","purple","intrinsic","generic","fish","color","ludinos",0,"maintained",1
44,52.062,"truth_conditions","fangs","intrinsic","generic","fish","part","zorbs",0,"lost",0
44,32.508,"truth_conditions","orange","extrinsic","generic","bug","color","moxes",1,"maintained",1
45,34.067,"truth_conditions","wings","intrinsic","generic","bug","part","thups",1,"maintained",1
45,23.996,"truth_conditions","whiskers","extrinsic","generic","fish","part","dorbs",0,"maintained",1
45,22.859,"truth_conditions","orange","extrinsic","generic","fish","color","javs",0,"lost",0
45,12.571,"truth_conditions","green","intrinsic","generic","bird","color","crullets",1,"lost",0
46,28.492,"truth_conditions","antennae","extrinsic","generic","bug","part","ollers",0,"lost",0
46,23.989,"truth_conditions","black","intrinsic","generic","fish","color","taifels",1,"maintained",1
46,72.774,"truth_conditions","blue","extrinsic","generic","bug","color","elleps",0,"maintained",1
46,14.269,"truth_conditions","crests","intrinsic","generic","bird","part","dorbs",1,"lost",0
47,36.282,"truth_conditions","crests","intrinsic","generic","bird","part","plovs",0,"maintained",1
47,29.316,"truth_conditions","whiskers","extrinsic","generic","fish","part","krivels",0,"lost",0
47,20.295,"truth_conditions","orange","extrinsic","generic","bug","color","glippets",1,"maintained",0
47,20.279,"truth_conditions","yellow","intrinsic","generic","bug","color","morseths",1,"lost",1
48,20.802,"truth_conditions","green","extrinsic","generic","bug","color","krivels",1,"lost",0
48,16.704,"truth_conditions","tails","intrinsic","generic","bird","part","crullets",1,"lost",1
48,12.94,"truth_conditions","whiskers","extrinsic","generic","fish","part","plovs",0,"maintained",1
48,9.877,"truth_conditions","purple","intrinsic","generic","bird","color","frams",0,"maintained",1
49,49.97,"truth_conditions","yellow","intrinsic","generic","bug","color","daiths",1,"maintained",1
49,13.789,"truth_conditions","crests","extrinsic","generic","bird","part","elleps",1,"lost",0
49,12.871,"truth_conditions","tails","intrinsic","generic","bird","part","ludinos",0,"lost",0
49,11.455,"truth_conditions","red","extrinsic","generic","fish","color","dorbs",0,"maintained",0
50,41.277,"truth_conditions","fangs","intrinsic","generic","fish","part","blins",1,"maintained",1
50,35.985,"truth_conditions","red","extrinsic","generic","bird","color","lorches",1,"maintained",0
50,37.047,"truth_conditions","wings","extrinsic","generic","bug","part","zoovs",0,"lost",0
50,30.861,"truth_conditions","blue","intrinsic","generic","bug","color","stups",0,"lost",1
51,28.019,"truth_conditions","blue","extrinsic","generic","fish","color","morseths",1,"maintained",1
51,26.45,"truth_conditions","orange","intrinsic","generic","fish","color","trufts",1,"lost",1
51,20.77,"truth_conditions","crests","extrinsic","generic","bird","part","lorches",0,"lost",0
51,22.273,"truth_conditions","wings","intrinsic","generic","bug","part","kazzes",0,"maintained",1
52,21.13,"truth_conditions","antennae","extrinsic","generic","bug","part","elleps",0,"lost",0
52,15.806,"truth_conditions","wings","intrinsic","generic","bug","part","zorbs",1,"lost",1
52,10.087,"truth_conditions","orange","intrinsic","generic","bird","color","blins",1,"maintained",1
52,10.11,"truth_conditions","blue","extrinsic","generic","fish","color","feps",0,"maintained",0
53,24.81,"truth_conditions","fangs","intrinsic","generic","fish","part","plovs",1,"maintained",1
53,31.612,"truth_conditions","whiskers","extrinsic","generic","fish","part","kweps",1,"lost",0
53,17.792,"truth_conditions","purple","intrinsic","generic","bug","color","crullets",0,"lost",0
53,14.942,"truth_conditions","brown","extrinsic","generic","bug","color","zorbs",0,"maintained",1
54,26.943,"truth_conditions","purple","extrinsic","generic","fish","color","mooks",1,"maintained",0
54,23.624,"truth_conditions","tails","extrinsic","generic","bird","part","ollers",0,"lost",0
54,24.205,"truth_conditions","antennae","intrinsic","generic","bug","part","thups",0,"maintained",1
54,18.952,"truth_conditions","blue","intrinsic","generic","bird","color","ludinos",1,"lost",1
55,40.006,"truth_conditions","yellow","intrinsic","generic","bug","color","plovs",0,"lost",1
55,29.627,"truth_conditions","fangs","intrinsic","generic","fish","part","ludinos",1,"maintained",1
55,42.575,"truth_conditions","wings","extrinsic","generic","bug","part","cheebas",0,"lost",0
55,28.336,"truth_conditions","brown","extrinsic","generic","fish","color","zoovs",1,"maintained",0
56,55.141,"truth_conditions","tails","intrinsic","generic","bird","part","kweps",0,"maintained",1
56,82.655,"truth_conditions","orange","extrinsic","generic","fish","color","moxes",1,"lost",0
56,34.446,"truth_conditions","purple","intrinsic","generic","bug","color","dorbs",1,"lost",1
56,30.071,"truth_conditions","whiskers","extrinsic","generic","fish","part","daiths",0,"maintained",0
57,23.019,"truth_conditions","brown","intrinsic","generic","fish","color","frams",0,"maintained",1
57,31.19,"truth_conditions","tails","intrinsic","generic","bird","part","dorbs",1,"lost",0
57,21.457,"truth_conditions","red","extrinsic","generic","bug","color","stups",1,"lost",0
57,20.597,"truth_conditions","crests","extrinsic","generic","bird","part","blins",0,"maintained",1
58,21.178,"truth_conditions","blue","extrinsic","generic","fish","color","stups",0,"maintained",0
58,16.429,"truth_conditions","tails","intrinsic","generic","bird","part","moxes",0,"lost",1
58,16.152,"truth_conditions","yellow","intrinsic","generic","bug","color","zoovs",1,"maintained",1
58,16.222,"truth_conditions","wings","extrinsic","generic","bug","part","plovs",1,"lost",0
59,31.108,"truth_conditions","orange","intrinsic","generic","bird","color","dobles",1,"lost",1
59,27.286,"truth_conditions","antennae","extrinsic","generic","bug","part","thups",0,"maintained",0
59,17.14,"truth_conditions","red","extrinsic","generic","fish","color","mooks",1,"lost",0
59,22.182,"truth_conditions","fangs","intrinsic","generic","fish","part","elleps",0,"maintained",1
60,56.422,"truth_conditions","wings","intrinsic","generic","bug","part","trufts",0,"lost",1
60,24.931,"truth_conditions","yellow","extrinsic","generic","bird","color","frams",0,"lost",0
60,18.401,"truth_conditions","tails","extrinsic","generic","bird","part","luzaks",1,"maintained",0
60,17.978,"truth_conditions","red","intrinsic","generic","fish","color","ollers",1,"maintained",1
61,32.119,"truth_conditions","orange","extrinsic","generic","bug","color","kweps",0,"maintained",1
61,27.047,"truth_conditions","tails","extrinsic","generic","bird","part","daiths",0,"lost",0
61,19.929,"truth_conditions","fangs","intrinsic","generic","fish","part","kazzes",1,"lost",0
61,20.703,"truth_conditions","yellow","intrinsic","generic","fish","color","ackles",1,"maintained",1
62,37.923,"truth_conditions","antennae","intrinsic","generic","bug","part","zorbs",0,"lost",0
62,29.834,"truth_conditions","whiskers","extrinsic","generic","fish","part","kazzes",0,"maintained",1
62,15.167,"truth_conditions","brown","extrinsic","generic","bird","color","thups",1,"lost",0
62,14.51,"truth_conditions","blue","intrinsic","generic","bird","color","javs",1,"maintained",1
63,28.679,"truth_conditions","yellow","extrinsic","generic","bird","color","kazzes",0,"lost",0
63,13.339,"truth_conditions","fangs","intrinsic","generic","fish","part","morseths",0,"lost",0
63,13.133,"truth_conditions","red","intrinsic","generic","bug","color","javs",1,"maintained",1
63,11.556,"truth_conditions","whiskers","extrinsic","generic","fish","part","zorbs",1,"maintained",1
64,35.486,"truth_conditions","red","extrinsic","generic","bug","color","krivels",1,"maintained",1
64,27.064,"truth_conditions","yellow","intrinsic","generic","bird","color","feps",0,"lost",1
64,19.852,"truth_conditions","tails","intrinsic","generic","bird","part","thups",1,"maintained",1
64,12.191,"truth_conditions","whiskers","extrinsic","generic","fish","part","stups",0,"lost",1
65,17.957,"truth_conditions","antennae","extrinsic","generic","bug","part","kazzes",1,"lost",0
65,21.748,"truth_conditions","brown","extrinsic","generic","fish","color","sapers",1,"maintained",1
65,10.474,"truth_conditions","crests","intrinsic","generic","bird","part","zorbs",0,"lost",1
65,9.879,"truth_conditions","blue","intrinsic","generic","bird","color","taifels",0,"maintained",1
66,18.277,"truth_conditions","purple","intrinsic","generic","bird","color","lorches",0,"lost",1
66,17.536,"truth_conditions","whiskers","extrinsic","generic","fish","part","moxes",1,"lost",0
66,17.248,"truth_conditions","antennae","intrinsic","generic","bug","part","cheebas",1,"maintained",1
66,12.652,"truth_conditions","yellow","extrinsic","generic","bug","color","glippets",0,"maintained",0
67,47.724,"truth_conditions","green","intrinsic","generic","bird","color","krivels",0,"maintained",1
67,32.604,"truth_conditions","crests","intrinsic","generic","bird","part","feps",0,"lost",1
67,32.955,"truth_conditions","orange","extrinsic","generic","fish","color","zoovs",1,"lost",0
67,49.47,"truth_conditions","whiskers","extrinsic","generic","fish","part","dobles",1,"maintained",1
68,26.545,"truth_conditions","antennae","extrinsic","generic","bug","part","luzaks",1,"lost",0
68,25.553,"truth_conditions","orange","extrinsic","generic","bug","color","ollers",0,"maintained",0
68,46.364,"truth_conditions","whiskers","intrinsic","generic","fish","part","sapers",1,"maintained",1
68,12.833,"truth_conditions","purple","intrinsic","generic","bird","color","kweps",0,"lost",1
69,31.28,"truth_conditions","fangs","intrinsic","generic","fish","part","taifels",0,"maintained",1
69,30.588,"truth_conditions","crests","extrinsic","generic","bird","part","stups",1,"maintained",1
69,35.312,"truth_conditions","green","intrinsic","generic","fish","color","kweps",1,"lost",0
69,29.725,"truth_conditions","black","extrinsic","generic","bug","color","zoovs",0,"lost",0
70,14.278,"truth_conditions","wings","extrinsic","generic","bug","part","blins",1,"lost",0
70,7.43,"truth_conditions","brown","intrinsic","generic","fish","color","lorches",1,"lost",1
70,7.567,"truth_conditions","purple","extrinsic","generic","bird","color","morseths",0,"maintained",0
70,7.751,"truth_conditions","tails","intrinsic","generic","bird","part","sapers",0,"maintained",1
71,26.097,"truth_conditions","purple","intrinsic","generic","bird","color","crullets",1,"maintained",1
71,26.904,"truth_conditions","fangs","intrinsic","generic","fish","part","ackles",0,"lost",0
71,20.161,"truth_conditions","black","extrinsic","generic","bird","color","dorbs",1,"lost",0
71,14.513,"truth_conditions","whiskers","extrinsic","generic","fish","part","thups",0,"maintained",1
72,23.687,"truth_conditions","red","extrinsic","generic","bird","color","krivels",0,"lost",0
72,18.287,"truth_conditions","wings","extrinsic","generic","bug","part","kweps",0,"maintained",1
72,12.751,"truth_conditions","brown","intrinsic","generic","bird","color","sapers",1,"maintained",1
72,13.668,"truth_conditions","whiskers","intrinsic","generic","fish","part","dobles",1,"lost",1
73,27.022,"truth_conditions","fangs","extrinsic","generic","fish","part","reesles",1,"lost",0
73,22.43,"truth_conditions","crests","intrinsic","generic","bird","part","taifels",1,"maintained",1
73,14.328,"truth_conditions","yellow","intrinsic","generic","bug","color","kazzes",0,"lost",1
73,12.688,"truth_conditions","orange","extrinsic","generic","bug","color","feps",0,"maintained",0
74,33.176,"truth_conditions","red","extrinsic","generic","bird","color","taifels",0,"lost",0
74,33.846,"truth_conditions","wings","extrinsic","generic","bug","part","sapers",1,"maintained",1
74,22.032,"truth_conditions","tails","intrinsic","generic","bird","part","stups",1,"lost",0
74,22.912,"truth_conditions","purple","intrinsic","generic","bug","color","kazzes",0,"maintained",1
75,68.209,"truth_conditions","blue","intrinsic","generic","bird","color","zorbs",0,"maintained",1
75,25.374,"truth_conditions","antennae","intrinsic","generic","bug","part","reesles",1,"lost",1
75,22.355,"truth_conditions","black","extrinsic","generic","fish","color","feps",1,"maintained",1
75,13.237,"truth_conditions","wings","extrinsic","generic","bug","part","dorbs",0,"lost",0
76,18.5,"truth_conditions","green","intrinsic","generic","bird","color","javs",1,"maintained",1
76,13.815,"truth_conditions","fangs","intrinsic","generic","fish","part","stups",0,"lost",1
76,21.087,"truth_conditions","orange","extrinsic","generic","fish","color","glippets",1,"maintained",0
76,18.487,"truth_conditions","antennae","extrinsic","generic","bug","part","crullets",0,"lost",0
77,29.838,"truth_conditions","green","extrinsic","generic","bird","color","dorbs",1,"lost",0
77,19.329,"truth_conditions","orange","intrinsic","generic","fish","color","zorbs",0,"maintained",1
77,18.123,"truth_conditions","wings","intrinsic","generic","bug","part","ackles",0,"lost",1
77,19.413,"truth_conditions","tails","extrinsic","generic","bird","part","reesles",1,"maintained",0
78,46.479,"truth_conditions","orange","intrinsic","generic","bird","color","glippets",1,"maintained",1
78,31.999,"truth_conditions","purple","extrinsic","generic","fish","color","cheebas",0,"lost",0
78,12.968,"truth_conditions","fangs","extrinsic","generic","fish","part","ludinos",0,"maintained",1
78,15.192,"truth_conditions","antennae","intrinsic","generic","bug","part","dorbs",1,"lost",1
